timing	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36	B37	B38	B39	B40	B41	B42	B43	B44	B45	B46	B47	B48	B49	B50	B51	B52	B53	B54	B55	B56	B57	B58	B59	B60	B61	B62	B63	B64	B65	B66	B67	B68	B69	B70	B71	B72	B73	B74	B75	B76	B77	B78	B79	B80	B81	B82	B83	B84	B85	B86	B87	B88	B89	B90	B91	B92	B93	B94	B95	B96	B97	B98	B99	B100
4 to 5	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100
4.1 to 5.1	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250
4.2 to 5.2	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150
4.3 to 5.3	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150
4.4 to 5.4	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300
4.5 to 5.5	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
4.6 to 5.6	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450
4.7 to 5.7	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
4.8 to 5.8	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
4.9 to 5.9	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
5 to 6	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
5.1 to 6.1	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
5.2 to 6.2	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700
5.3 to 6.3	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650
5.4 to 6.4	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
5.5 to 6.5	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
5.6 to 6.6	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
5.7 to 6.7	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
5.8 to 6.8	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300
5.9 to 6.9	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
6 to 7	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
6.1 to 7.1	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
6.2 to 7.2	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250
6.3 to 7.3	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
6.4 to 7.4	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450
6.5 to 7.5	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
6.6 to 7.6	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
6.7 to 7.7	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
6.8 to 7.8	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
6.9 to 7.9	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750
7 to 8	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700
7.1 to 8.1	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
7.2 to 8.2	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
7.3 to 8.3	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300
7.4 to 8.4	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300
7.5 to 8.5	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
7.6 to 8.6	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450
7.7 to 8.7	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
7.8 to 8.8	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
7.9 to 8.9	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
8 to 9	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150
8.1 to 9.1	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
8.2 to 9.2	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
8.3 to 9.3	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
