timing	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72	P73	P74	P75	P76	P77	P78	P79	P80	P81	P82	P83	P84	P85	P86	P87	P88	P89	P90	P91	P92	P93	P94	P95	P96	P97	P98	P99	P100
5.9 to 6.9	14	18	10	10	12	17	21	32	12	5	25	29	23	11	30	8	21	4	10	11	50	23	5	17	36	17	13	8	21	28	8	7	5	23	11	10	12	27	24	16	24	35	18	36	43	15	18	14	40	20	10	19	23	25	9	21	28	3	3	53	17	23	36	1	12	23	3	31	0	21	14	32	6	43	36	11	21	25	21	66	8	46	13	17	40	22	13	19	30	12	29	30	16	32	27	38	23	41	23	20
6 to 7	3	18	10	5	1	17	21	18	11	1	18	17	21	9	30	8	2	4	4	6	37	10	3	8	31	17	4	1	17	10	8	6	5	16	0	9	9	25	15	8	8	35	7	29	23	15	9	5	33	19	5	3	23	16	6	19	20	2	0	43	1	23	36	1	11	14	2	26	0	21	13	23	5	13	30	4	21	22	20	53	7	15	13	2	29	22	8	5	22	7	28	10	0	27	27	34	18	33	11	11
6.1 to 7.1	3	18	10	5	1	17	21	18	11	1	18	17	21	9	30	8	2	4	4	6	37	10	3	8	31	17	4	1	17	10	8	6	5	16	0	9	9	25	15	8	8	35	7	29	23	15	9	5	33	19	5	3	23	16	6	19	20	2	0	43	1	23	36	1	11	14	2	26	0	21	13	23	5	13	30	4	21	22	20	53	7	15	13	2	29	22	8	5	22	7	28	10	0	27	27	34	18	33	11	11
6.2 to 7.2	24	19	27	0	47	7	25	40	58	6	18	4	0	48	38	8	3	24	21	11	67	10	1	8	31	3	35	64	6	2	16	8	1	8	0	9	17	7	10	8	6	11	35	13	30	23	34	18	14	28	8	5	19	16	6	15	21	11	4	18	24	62	36	2	42	14	20	9	40	24	17	49	6	41	4	6	31	21	9	55	8	13	14	4	27	28	14	42	25	7	26	40	40	24	30	14	47	49	14	44
6.3 to 7.3	24	19	39	1	47	7	25	40	58	6	21	5	5	48	38	8	3	34	21	11	68	10	1	8	31	3	37	64	6	2	24	8	2	8	0	9	35	13	10	8	15	11	36	13	30	23	34	18	14	37	17	5	19	16	6	18	25	12	4	18	24	65	36	8	42	21	24	9	40	24	17	49	7	41	4	6	31	21	9	55	8	15	14	4	27	28	15	42	37	7	41	40	40	24	30	14	47	49	14	44
6.4 to 7.4	31	22	40	1	58	7	25	57	72	6	29	9	8	48	38	8	24	35	28	11	71	17	1	8	33	3	54	64	12	17	35	9	5	8	3	14	38	18	22	28	23	11	36	15	41	23	34	36	14	39	17	5	19	27	9	18	33	32	8	18	24	71	37	22	51	24	27	11	40	43	17	54	13	43	7	8	40	22	20	61	8	15	15	4	31	28	15	42	46	8	41	40	41	38	50	14	53	49	15	55
6.5 to 7.5	31	22	36	1	58	7	23	57	61	6	20	9	8	48	29	8	24	34	28	5	64	17	0	8	33	3	54	64	12	17	35	9	5	8	3	12	38	18	22	28	23	11	29	15	41	22	34	32	13	33	17	4	15	12	9	18	33	32	8	18	24	59	37	22	50	18	27	11	40	43	17	40	13	43	6	8	38	15	12	61	3	15	3	4	31	28	15	42	46	8	41	40	41	38	50	7	51	49	7	45
6.6 to 7.6	39	35	41	6	59	15	23	64	64	13	46	18	8	48	17	1	48	31	28	15	65	7	20	12	24	17	64	63	21	37	31	9	6	17	25	32	41	16	32	30	50	16	29	15	35	42	34	34	34	30	18	29	16	13	9	34	28	35	11	27	41	68	34	26	48	11	43	22	47	56	34	41	13	44	36	6	41	22	12	87	3	19	5	4	32	21	10	42	48	18	67	43	57	37	44	8	55	50	5	47
6.7 to 7.7	39	18	41	19	63	17	18	56	64	14	57	19	10	44	14	3	47	31	24	17	58	21	20	40	21	28	73	67	20	37	44	4	6	24	25	25	43	34	39	31	50	5	30	2	58	52	35	36	28	30	29	35	16	14	18	34	33	58	11	13	52	76	31	25	54	22	49	27	60	40	33	34	13	35	33	6	42	18	12	54	17	24	18	5	56	21	12	48	49	12	59	62	66	37	24	23	42	23	24	48
6.8 to 7.8	39	18	46	19	71	17	18	56	64	16	59	19	13	48	14	3	47	38	24	26	58	22	20	41	21	28	73	67	20	48	46	4	6	24	27	25	44	35	39	31	50	5	30	4	58	52	38	36	29	31	31	39	17	14	18	34	33	58	11	14	53	77	31	25	54	31	57	27	64	40	33	34	13	35	57	19	43	18	19	55	17	26	18	5	57	21	18	48	62	13	65	67	66	37	26	23	42	30	40	48
6.9 to 7.9	39	17	46	21	70	17	20	57	64	24	59	19	27	56	20	3	47	38	24	26	38	22	20	40	13	29	70	79	18	48	46	4	7	24	54	27	44	39	59	43	45	23	30	10	46	64	46	49	32	28	32	40	27	19	30	34	33	62	11	14	61	77	65	27	55	31	59	27	67	59	35	32	17	46	57	19	46	20	20	39	21	14	36	5	57	40	18	56	66	25	63	67	66	37	26	25	43	59	40	54
7 to 8	39	37	46	22	74	32	20	73	64	33	60	19	41	57	30	3	48	41	24	28	40	25	22	43	13	69	70	79	18	50	53	4	7	37	55	34	45	39	59	43	94	33	31	17	62	64	49	65	37	28	32	50	31	50	54	36	34	73	11	31	73	99	65	33	70	32	59	56	98	59	35	36	18	46	59	19	46	44	28	39	32	14	36	6	68	51	30	56	77	31	83	67	67	37	26	26	43	75	49	72
7.1 to 8.1	39	37	46	22	74	32	20	73	64	33	60	19	41	57	30	3	48	41	24	28	40	25	22	43	13	69	70	79	18	50	53	4	7	37	55	34	45	39	59	43	94	33	31	17	62	64	49	65	37	28	32	50	31	50	54	36	34	73	11	31	73	99	65	33	70	32	59	56	98	59	35	36	18	46	59	19	46	44	28	39	32	14	36	6	68	51	30	56	77	31	83	67	67	37	26	26	43	75	49	72
7.2 to 8.2	15	36	32	33	28	32	16	51	17	29	61	30	41	18	37	3	49	21	14	23	10	25	29	43	14	68	39	16	18	49	45	2	26	52	55	35	38	40	54	57	96	33	3	17	54	56	28	72	37	16	29	48	16	53	55	21	29	64	7	27	51	58	65	32	39	32	41	57	64	55	31	10	17	34	59	17	24	57	42	37	32	14	49	3	60	45	22	19	64	31	83	40	27	15	22	26	13	54	46	49
7.3 to 8.3	22	36	29	32	28	32	16	51	28	32	61	30	44	18	37	4	61	16	15	23	11	25	29	44	14	69	43	18	18	51	37	3	25	52	55	36	23	34	55	57	100	33	3	22	56	64	28	72	37	7	20	48	16	56	57	21	25	71	8	44	51	55	65	26	40	27	37	59	65	56	34	10	16	34	73	17	34	66	46	38	45	13	49	7	60	45	21	19	55	33	68	40	27	17	22	27	20	59	46	51
7.4 to 8.4	15	33	51	32	42	34	43	34	14	36	54	26	41	20	37	4	61	15	8	23	8	18	47	44	13	69	26	18	12	36	26	2	51	53	80	31	21	31	45	52	93	35	3	20	45	65	28	54	37	12	20	50	36	46	54	39	17	51	4	56	80	52	64	13	31	25	34	73	89	37	39	5	10	69	71	36	25	103	54	33	62	17	48	7	56	50	21	19	67	32	90	41	26	20	2	27	15	59	45	41
7.5 to 8.5	22	39	62	32	48	34	67	35	25	44	57	26	41	29	55	11	78	15	34	23	10	38	47	54	14	92	27	18	30	41	37	5	53	74	80	44	21	38	46	60	94	36	3	34	49	93	39	72	52	34	20	82	36	50	55	44	17	54	11	63	82	52	67	21	38	35	40	84	104	37	39	29	31	71	71	36	26	104	54	64	62	65	60	21	79	51	39	19	69	32	90	46	26	27	2	38	42	74	52	66
7.6 to 8.6	14	31	54	27	48	22	67	29	22	37	31	17	52	37	56	12	53	15	34	26	14	38	27	47	16	78	17	18	21	22	40	6	52	58	58	24	20	38	39	58	67	31	3	39	47	75	39	71	27	39	24	55	35	66	55	30	21	51	13	62	66	43	55	17	37	35	24	74	97	36	12	28	43	70	41	36	18	96	54	44	63	64	61	21	87	54	40	19	80	23	59	33	10	26	6	36	37	73	52	64
7.7 to 8.7	14	31	54	14	44	18	53	26	22	36	11	16	50	34	50	9	53	15	34	24	11	24	27	19	5	66	7	14	21	22	23	5	52	51	58	24	9	16	32	49	67	31	2	39	23	51	29	68	25	39	12	49	35	64	42	30	15	28	13	62	55	29	41	17	24	24	16	61	84	32	10	28	43	67	41	35	17	89	54	43	47	58	48	20	63	54	37	13	75	22	49	14	1	26	6	15	37	72	33	63
7.8 to 8.8	14	31	49	14	36	18	53	26	22	34	9	16	47	30	50	9	53	8	34	15	11	23	27	18	5	66	7	14	21	11	21	5	52	51	56	24	8	15	32	49	67	31	2	37	23	51	26	68	24	38	10	45	34	64	42	30	15	28	13	61	54	28	41	17	24	15	8	61	80	32	10	28	43	67	17	22	16	89	47	42	47	56	48	20	62	54	31	13	62	21	43	9	1	26	4	15	37	65	17	63
7.9 to 8.9	14	31	50	15	36	18	55	21	22	25	12	12	33	20	44	9	55	8	34	15	11	32	27	18	6	66	7	5	20	13	24	5	51	51	29	22	8	11	7	37	66	13	2	31	23	39	18	56	21	37	6	44	24	60	28	30	15	22	13	62	45	28	12	15	23	16	6	61	77	13	8	31	34	55	17	22	13	87	46	41	43	56	29	20	62	20	31	0	50	9	43	9	1	26	4	13	40	36	23	57
8 to 9	14	11	50	14	32	3	55	5	22	16	11	12	19	19	34	9	54	5	34	13	9	29	25	15	6	26	7	5	20	11	17	5	51	38	28	15	7	11	7	37	17	3	1	24	7	39	15	40	16	37	6	34	20	29	4	28	14	11	13	45	33	6	12	9	8	15	6	32	46	13	8	27	33	55	15	22	13	63	38	41	32	56	29	19	51	9	19	0	39	3	23	9	0	26	4	12	40	20	14	39
8.1 to 9.1	14	11	50	14	32	3	55	6	25	27	11	20	19	20	54	10	58	6	34	13	10	29	35	15	6	26	7	5	21	23	23	8	51	40	28	19	7	14	26	39	40	3	1	24	22	39	15	40	18	37	6	49	33	32	10	28	16	11	21	49	33	6	12	9	8	15	19	34	63	14	9	47	39	76	29	33	13	65	46	41	40	56	29	21	51	36	23	0	40	3	23	9	0	26	4	13	40	20	14	39
8.2 to 9.2	15	11	45	3	32	3	55	5	25	26	13	17	19	22	39	10	56	6	27	40	10	31	28	21	5	25	8	19	21	22	24	21	32	24	32	18	6	25	38	36	38	4	1	34	21	40	11	20	18	37	6	49	45	30	9	28	6	26	21	49	33	3	26	16	8	26	19	33	57	14	9	52	39	79	29	36	12	64	40	41	39	56	15	20	32	36	23	1	40	6	22	20	3	27	4	13	58	32	14	28
8.3 to 9.3	8	11	36	3	32	3	55	5	14	23	10	16	11	22	39	9	44	1	26	40	8	31	28	20	5	24	2	17	21	20	24	20	32	24	32	17	3	25	37	36	25	4	0	29	19	32	11	20	18	37	6	49	45	27	7	25	6	18	20	32	33	3	26	16	7	24	19	31	56	13	6	52	39	79	15	36	2	55	36	40	26	55	15	16	32	36	23	1	37	4	22	20	3	25	4	12	51	27	14	26
8.4 to 9.4	12	11	13	5	7	3	33	6	14	19	10	16	11	20	42	9	24	1	26	43	8	38	10	20	4	25	6	17	21	20	24	21	3	23	4	18	2	29	35	21	24	4	3	29	19	31	11	20	18	30	6	47	25	31	7	7	6	21	20	20	4	0	26	15	7	24	19	15	32	15	1	52	39	42	15	15	2	17	17	39	9	51	19	16	47	31	23	1	17	4	0	19	5	8	4	12	50	27	14	25
8.5 to 9.5	19	5	14	39	5	16	28	19	10	15	21	21	17	13	28	12	9	3	38	47	8	22	11	10	11	8	6	22	3	43	13	31	4	14	6	8	29	39	42	27	56	16	16	16	41	17	13	13	3	14	12	23	36	43	12	13	8	18	18	27	21	12	38	11	2	24	18	28	17	24	15	48	22	59	51	43	18	28	27	33	15	9	8	2	50	43	5	12	15	21	4	41	31	29	12	10	43	14	25	4
8.6 to 9.6	19	1	16	39	4	15	30	18	10	24	21	21	6	11	27	11	9	5	38	34	3	28	11	6	9	8	19	22	9	42	10	30	5	14	6	8	27	38	39	27	56	17	33	12	42	15	13	12	2	7	7	29	36	28	12	18	13	22	13	23	20	12	34	11	2	24	18	27	17	12	27	48	17	60	51	42	21	28	27	31	16	6	5	4	41	40	5	13	8	20	4	41	39	29	8	14	42	14	35	4
8.7 to 9.7	19	2	16	39	8	16	30	18	10	24	34	21	12	16	27	11	10	5	39	61	7	29	17	22	9	10	19	39	10	42	18	30	36	18	15	9	29	43	45	28	68	23	33	12	42	15	13	12	2	7	7	31	36	28	12	18	13	23	13	39	34	14	34	12	3	24	18	28	17	20	39	48	17	61	53	42	22	47	27	32	17	17	11	4	41	40	10	13	8	35	4	49	39	38	15	30	42	14	35	4
8.8 to 9.8	19	2	20	40	9	16	30	18	15	24	34	21	14	16	27	11	10	6	39	61	8	29	17	22	17	25	20	39	10	43	19	33	65	18	27	10	30	54	45	31	68	23	35	18	42	15	13	12	2	7	11	40	36	33	13	19	14	23	22	39	34	14	36	14	3	24	21	39	17	28	39	48	23	61	53	42	22	58	27	32	17	17	11	4	41	42	10	13	8	35	4	49	39	38	15	30	44	14	35	15
8.9 to 9.9	19	2	19	37	9	16	26	18	15	24	31	21	14	16	27	11	8	6	39	61	8	20	17	22	16	24	20	36	8	41	16	33	65	18	27	10	30	54	45	31	68	23	35	18	42	15	13	11	2	7	10	40	36	32	13	19	14	23	22	38	34	14	31	14	3	23	21	39	17	28	39	45	23	61	53	42	22	58	27	32	17	17	11	4	41	42	10	13	8	35	4	49	39	38	15	30	40	14	29	15
9 to 10	20	2	19	37	9	16	44	18	15	25	56	21	42	16	27	11	28	14	39	61	8	40	17	45	22	25	22	37	8	41	17	33	65	18	27	19	44	57	45	31	72	24	36	18	52	16	13	12	2	7	13	40	36	34	22	23	30	24	24	46	34	14	49	14	3	25	21	47	17	30	39	45	38	71	53	43	26	58	27	50	17	48	11	5	41	42	10	13	12	35	5	49	56	38	15	31	52	14	49	15
9.1 to 10.1	20	10	19	37	9	16	50	26	21	14	66	13	50	20	11	13	35	20	39	63	7	40	9	59	22	43	28	37	7	36	11	30	89	19	43	15	44	61	26	37	49	25	37	18	37	19	13	22	0	15	18	27	23	32	16	23	34	33	40	42	34	17	66	25	3	27	14	45	6	35	38	28	34	50	39	32	34	57	19	51	10	64	11	3	55	28	13	19	11	39	6	56	56	41	18	31	52	31	50	15
9.2 to 10.2	19	10	19	37	9	16	50	26	21	14	63	5	50	18	11	13	35	20	39	36	7	38	9	53	22	43	27	23	7	36	10	17	88	19	39	15	44	49	14	26	49	24	37	8	37	18	13	22	0	14	18	27	11	31	16	23	34	18	40	42	33	17	52	18	3	16	14	44	6	35	38	23	34	31	39	29	33	43	10	51	10	64	11	3	55	28	13	18	11	36	6	42	53	40	18	31	34	19	50	15
9.3 to 10.3	19	10	19	37	9	16	50	26	21	14	63	5	50	18	11	13	35	20	39	36	7	38	9	53	22	43	27	23	7	36	10	17	88	19	39	15	44	49	14	26	49	24	37	8	37	18	13	22	0	14	18	27	11	31	16	23	34	18	40	42	33	17	52	18	3	16	14	44	6	35	38	23	34	31	39	29	33	43	10	51	10	64	11	3	55	28	13	18	11	36	6	42	53	40	18	31	34	19	50	15
9.4 to 10.4	21	18	39	50	23	21	49	43	51	19	66	7	61	38	34	18	44	21	56	34	38	36	29	98	46	43	23	39	15	69	14	27	90	38	124	39	58	47	43	65	59	22	37	13	79	26	20	45	9	16	41	62	12	48	24	44	51	17	46	67	36	26	104	18	11	15	17	51	44	45	50	24	41	62	41	46	49	64	26	106	21	89	38	3	41	39	35	18	14	39	38	57	53	40	26	52	55	27	67	42
9.5 to 10.5	7	18	27	16	19	8	30	29	44	15	52	2	55	36	30	8	42	19	18	30	36	32	28	98	38	37	22	34	15	41	14	14	87	26	122	36	31	30	35	51	26	9	24	12	53	12	7	34	9	10	35	54	1	32	18	33	49	17	41	53	17	14	89	14	9	5	12	27	44	36	36	4	37	43	5	18	32	52	16	81	15	83	37	3	15	26	35	7	14	22	34	30	27	12	18	43	35	25	49	38
9.6 to 10.6	7	23	24	16	47	9	36	34	44	7	78	2	55	31	30	8	44	17	19	30	42	28	38	98	54	65	21	38	9	41	15	32	86	28	122	37	32	30	35	52	29	8	7	11	52	12	12	39	18	10	57	48	1	30	24	26	43	13	41	55	17	36	89	14	9	10	15	28	50	36	24	14	30	42	5	27	29	52	23	84	13	97	37	1	16	35	44	6	14	23	36	46	19	15	20	40	35	25	38	49
9.7 to 10.7	7	22	24	16	43	8	36	34	44	7	65	2	49	26	30	8	43	17	18	3	38	27	32	82	54	63	21	21	8	41	7	32	55	24	113	36	30	25	29	51	17	2	7	11	52	12	12	39	18	10	57	46	1	30	24	26	43	12	41	39	3	34	89	13	8	10	15	27	50	28	12	14	30	41	3	27	28	33	23	83	12	86	31	1	16	35	39	6	14	8	36	38	19	6	13	24	35	25	38	49
9.8 to 10.8	7	22	20	15	42	8	36	34	39	7	65	2	47	26	30	8	43	16	18	3	37	27	32	82	46	48	20	21	8	40	6	29	26	24	101	35	29	14	29	48	17	2	5	5	52	12	12	39	18	10	53	37	1	25	23	25	42	12	32	39	3	34	87	11	8	10	12	16	50	20	12	14	24	41	3	27	28	22	23	83	12	86	31	1	16	33	39	6	14	8	36	38	19	6	13	24	33	25	38	38
9.9 to 10.9	19	22	20	15	42	9	43	34	39	8	65	2	59	26	31	13	43	16	30	3	37	31	32	91	57	49	28	22	16	40	6	30	27	24	101	35	34	14	29	50	44	2	5	5	52	12	12	51	18	10	53	45	1	25	28	25	42	15	32	40	3	34	90	11	16	10	12	16	51	20	23	14	24	41	3	27	28	22	23	84	19	86	31	5	16	33	39	6	14	8	36	38	19	6	19	24	37	25	38	50
10 to 11	18	22	20	15	42	9	25	34	39	7	40	2	31	26	31	13	23	8	30	3	37	11	32	68	51	48	26	21	16	40	5	30	27	24	101	26	20	11	29	50	40	1	4	5	42	11	12	50	18	10	50	45	1	23	19	21	26	14	30	32	3	34	72	11	16	8	12	8	51	18	23	14	9	31	3	26	24	22	23	66	19	55	31	4	16	33	39	6	10	8	35	38	2	6	19	23	25	25	18	50
10.1 to 11.1	18	14	20	15	42	9	19	25	30	7	30	2	23	21	27	10	12	1	30	1	37	11	30	54	51	30	20	21	16	33	5	30	3	21	85	26	20	4	29	42	40	0	3	5	42	8	12	40	18	2	45	43	1	22	19	21	20	5	6	32	3	31	55	0	16	6	6	8	45	12	23	11	7	31	3	26	16	21	23	65	18	39	31	4	2	20	32	0	10	4	34	31	2	3	16	22	25	8	17	50
10.2 to 11.2	18	24	21	25	56	9	19	27	33	19	42	2	40	22	27	10	13	1	32	3	37	18	49	55	51	33	26	27	16	50	12	30	3	32	86	27	31	5	30	54	49	0	3	14	44	15	25	40	20	23	47	45	3	45	24	27	20	8	19	32	5	39	67	0	17	13	16	10	47	15	38	11	7	31	3	38	26	21	24	66	19	67	33	4	2	20	33	0	28	7	36	41	7	3	19	35	28	13	20	53
10.3 to 11.3	18	33	21	25	72	24	37	50	33	19	47	13	55	22	27	11	43	1	32	3	54	18	55	69	51	33	28	48	16	50	12	30	42	47	88	27	47	5	32	54	49	0	3	14	44	15	25	44	35	23	47	47	4	46	24	30	32	8	20	32	5	58	67	0	17	14	16	10	70	15	68	11	7	31	3	51	26	21	24	72	19	74	33	4	5	20	46	0	28	7	61	41	26	3	26	35	36	28	20	54
10.4 to 11.4	13	25	2	10	58	17	34	32	5	14	52	11	44	2	1	6	45	17	15	15	24	13	37	33	27	32	28	35	8	17	8	19	40	31	6	4	33	3	3	15	39	0	0	9	5	29	18	21	26	21	38	12	3	50	31	11	15	6	14	7	2	49	45	0	22	14	41	7	40	3	63	10	10	20	0	36	10	4	12	17	8	49	2	13	4	39	24	0	24	4	29	26	24	7	20	23	15	20	3	27
10.5 to 11.5	13	29	12	20	58	17	42	32	5	15	52	11	45	8	1	6	45	22	16	16	24	15	37	39	27	32	36	35	14	22	8	19	55	32	27	4	33	6	3	17	39	1	0	9	6	29	18	22	26	21	39	13	3	61	31	20	15	6	15	8	2	49	49	0	22	14	41	12	40	3	70	10	10	20	0	42	10	7	12	17	8	54	2	13	4	42	24	0	26	4	29	26	36	7	21	27	16	20	4	27
10.6 to 11.6	13	26	12	20	31	17	34	25	5	15	26	15	45	9	4	6	46	22	15	23	18	21	27	39	16	21	24	33	14	22	7	1	66	30	27	3	36	10	5	22	36	1	1	9	6	29	14	17	17	21	17	13	3	61	25	21	12	11	15	3	2	27	54	1	22	8	41	20	34	3	71	0	10	22	22	48	10	7	5	9	8	40	2	14	3	33	15	4	27	4	27	11	36	8	19	26	16	30	4	16
10.7 to 11.7	13	27	20	20	38	33	50	25	5	15	28	21	46	22	4	6	46	26	15	28	18	22	46	44	16	45	24	36	14	22	9	1	76	33	27	23	36	10	5	27	37	24	20	10	6	29	15	17	17	21	29	20	3	80	25	34	12	11	15	3	7	27	54	1	27	8	41	20	34	3	73	0	10	42	23	48	10	8	5	23	16	47	19	22	3	33	16	4	27	6	27	11	36	11	28	34	16	30	4	33
10.8 to 11.8	13	29	23	22	38	33	51	26	9	26	28	21	52	23	4	9	55	27	15	28	18	25	46	44	23	48	25	36	14	22	9	1	76	38	29	23	37	10	5	27	37	32	23	10	7	29	15	17	18	21	29	21	3	80	29	36	12	21	15	3	9	27	54	2	27	8	41	20	35	9	74	0	13	42	30	50	12	8	13	25	17	47	19	31	3	33	29	4	27	17	27	11	36	11	28	34	16	30	6	33
10.9 to 11.9	1	29	23	24	38	32	45	26	9	25	28	21	40	25	3	5	55	31	4	28	22	21	50	35	12	47	17	39	10	22	9	3	75	38	29	23	32	11	8	25	10	33	23	10	8	29	15	7	18	21	29	13	3	80	25	36	12	18	19	4	10	31	51	2	19	8	42	20	36	9	63	0	13	42	30	50	12	9	13	25	11	47	19	27	3	33	30	4	27	17	27	11	36	11	22	35	12	30	6	21
11 to 12	1	39	30	27	38	32	46	27	9	26	28	21	40	28	8	7	56	31	4	29	25	33	50	35	12	47	17	47	10	22	10	3	75	40	29	23	32	17	8	26	10	43	23	10	11	29	15	7	18	21	38	17	3	80	31	36	23	18	24	4	16	31	51	2	19	14	44	29	36	9	70	1	13	42	35	50	20	9	14	33	12	50	21	27	3	40	31	4	29	17	27	12	36	12	23	36	13	30	6	22
11.1 to 12.1	9	65	34	33	42	32	57	28	9	27	34	21	49	47	12	18	69	39	8	30	48	46	56	37	16	51	27	55	13	41	11	12	105	45	29	26	55	17	12	26	17	47	45	17	14	52	16	7	18	36	40	17	8	125	50	39	24	33	44	10	17	42	69	2	26	29	49	35	40	10	71	6	20	44	59	59	38	10	22	41	15	65	21	35	3	50	32	14	29	18	30	12	36	12	32	40	25	34	9	41
11.2 to 12.2	13	62	34	26	28	32	75	27	11	20	26	21	37	46	19	40	102	41	6	29	53	42	38	40	16	49	21	49	13	28	4	12	119	34	37	28	46	23	13	21	8	47	53	14	15	58	8	9	24	20	41	16	13	113	45	36	34	36	36	10	20	34	64	3	28	23	39	39	41	7	65	6	20	44	73	50	28	13	22	40	14	37	20	44	5	53	32	14	12	26	31	18	31	24	29	29	28	29	6	50
11.3 to 12.3	14	53	34	26	12	19	58	4	11	32	21	15	27	61	26	41	72	43	6	29	36	42	36	27	16	49	25	29	13	28	5	12	81	19	35	28	39	23	11	21	10	57	53	17	16	74	21	18	10	20	41	15	13	112	49	34	22	39	48	10	20	15	64	3	33	22	41	54	32	8	50	13	20	62	73	37	29	14	22	34	14	30	20	44	2	53	21	14	14	26	6	20	21	24	22	40	20	15	6	49
11.4 to 12.4	13	53	33	26	12	19	57	4	9	32	12	15	27	61	26	41	60	26	6	16	35	42	34	18	16	49	25	26	13	28	5	12	81	16	32	26	39	21	11	21	10	57	53	17	13	52	21	18	10	20	27	15	13	86	34	32	22	39	48	10	20	15	34	3	20	22	13	50	24	8	43	13	10	42	73	35	29	10	18	34	14	30	20	35	2	23	21	14	14	26	6	20	21	20	20	31	20	15	6	49
11.5 to 12.5	13	49	23	16	12	19	49	4	9	31	12	15	26	55	26	41	60	21	5	15	35	40	34	12	16	49	17	26	7	23	5	12	66	15	11	26	39	18	11	19	10	56	53	17	12	52	21	17	10	20	26	14	13	75	34	23	22	39	47	9	20	15	30	3	20	22	13	45	24	8	36	13	10	42	73	29	29	7	18	34	14	25	20	35	2	20	21	14	12	26	6	20	9	20	19	27	19	15	5	49
11.6 to 12.6	27	59	27	21	19	30	49	8	21	58	12	12	45	59	40	41	70	23	17	8	53	36	35	19	46	34	17	28	11	34	5	24	61	34	19	28	43	27	10	18	14	57	55	24	18	57	20	22	27	33	28	24	35	83	41	39	24	38	47	9	24	26	26	20	32	30	12	43	28	13	38	15	14	43	59	19	33	9	21	43	29	32	42	34	3	20	33	23	18	29	9	19	11	21	31	27	20	22	14	55
11.7 to 12.7	57	58	19	21	12	27	33	10	21	58	31	15	44	54	51	41	93	19	30	4	54	35	29	14	47	10	26	25	11	34	3	37	51	32	40	9	43	27	20	13	18	34	55	31	28	57	19	31	56	47	16	18	37	64	44	26	24	38	69	12	31	26	26	23	28	43	24	44	40	16	54	40	15	28	60	20	33	21	28	29	37	27	25	38	3	24	39	25	18	27	10	21	11	35	22	19	21	32	14	38
11.8 to 12.8	57	56	16	19	12	27	32	9	17	47	31	15	38	53	51	38	84	18	30	4	54	32	29	14	40	7	25	25	11	34	3	37	51	27	38	9	42	27	20	13	18	26	52	31	27	57	19	31	55	47	16	17	37	64	40	24	24	28	69	12	29	26	26	22	28	43	24	44	39	10	53	40	12	28	53	18	31	21	20	27	36	27	25	29	3	24	26	25	18	16	10	21	11	35	22	19	21	32	12	38
11.9 to 12.9	82	57	31	17	15	39	32	12	19	47	43	24	49	51	51	37	88	14	29	4	50	32	25	32	53	15	44	21	17	34	3	36	51	27	42	9	42	26	17	16	19	26	54	31	26	57	25	29	56	47	18	20	37	64	42	41	24	28	65	10	28	32	28	22	28	43	36	48	37	10	55	40	12	30	53	18	43	21	20	26	35	51	27	29	3	24	28	25	20	16	10	25	12	57	39	23	33	32	12	39
12 to 13	91	49	24	28	15	42	35	12	30	47	44	36	51	65	53	43	114	22	29	5	47	21	29	37	61	21	68	16	27	35	2	37	60	26	45	15	44	20	17	15	29	29	55	31	36	60	43	33	73	49	15	19	52	66	49	55	14	29	60	17	27	39	29	22	28	54	34	42	37	10	60	50	12	42	59	41	39	22	19	36	35	49	25	30	21	17	30	26	18	32	12	24	12	56	42	23	38	35	12	40
12.1 to 13.1	83	23	20	22	11	42	24	11	30	46	38	36	42	46	49	32	101	14	25	4	24	8	23	35	57	17	58	8	24	16	1	28	30	21	45	12	21	20	13	15	22	25	33	24	33	37	42	33	73	34	13	19	47	21	30	52	13	14	40	11	26	28	11	22	21	39	29	36	33	9	59	45	5	40	35	32	21	21	11	28	32	34	25	22	21	7	29	16	18	31	9	24	12	56	33	19	26	31	9	21
12.2 to 13.2	79	16	19	19	11	42	6	10	25	41	34	36	37	46	42	10	67	12	25	3	19	5	22	31	57	16	58	8	24	12	1	28	16	21	36	9	19	13	11	8	22	25	25	18	30	24	37	31	65	29	10	18	40	10	30	49	3	8	35	11	21	28	4	21	18	38	29	30	30	9	50	45	5	40	21	29	21	18	10	28	32	34	24	13	19	4	28	16	17	20	6	8	12	44	33	17	20	31	9	9
12.3 to 13.3	78	16	19	19	11	40	5	10	25	29	34	31	32	31	35	8	67	10	25	3	19	5	18	30	57	16	52	7	24	12	0	28	15	21	36	9	10	13	11	8	20	15	25	15	29	8	24	18	64	29	10	17	39	10	26	48	3	5	22	11	21	28	4	21	13	38	27	15	16	8	35	38	5	22	21	29	20	17	10	28	32	34	24	13	19	4	26	16	15	20	6	6	3	44	33	6	20	30	9	9
