timing	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100
5.8 to 6.8	58	80	54	96	102	138	54	46	66	69	126	85	97	116	32	29	58	130	57	43	98	77	57	106	116	56	23	131	115	125	80	98	40	78	69	86	99	145	72	91	52	110	78	65	12	70	86	71	39	131	85	43	44	71	73	57	86	93	42	67	40	64	64	71	42	69	82	63	64	52	66	71	109	68	67	144	130	69	69	109	111	82	124	66	77	43	27	45	104	131	90	54	41	124	63	78	128	71	76	73
5.9 to 6.9	44	65	54	93	102	126	53	43	52	59	118	85	93	109	32	27	53	122	57	32	98	76	44	101	108	39	22	117	94	124	78	94	36	78	53	86	99	145	70	89	52	110	65	54	10	68	86	70	33	131	73	42	44	71	73	57	86	87	42	47	40	45	62	56	42	69	82	63	62	52	65	71	97	68	67	131	104	68	69	104	110	80	123	65	77	38	26	45	104	120	80	49	30	106	63	58	128	71	76	70
6 to 7	44	24	47	70	82	104	43	36	33	50	100	71	87	102	24	5	43	101	55	28	76	60	31	97	95	32	18	91	72	105	76	87	36	60	36	81	76	142	58	80	52	101	62	48	10	63	86	63	18	91	66	34	43	67	56	28	49	53	34	43	36	42	60	55	40	67	79	47	61	24	58	67	77	60	54	120	97	49	58	91	87	77	111	61	77	24	24	28	80	89	50	44	16	85	51	50	121	71	51	55
6.1 to 7.1	59	25	73	77	51	112	53	43	22	51	101	68	93	93	49	10	46	101	60	28	67	36	35	97	98	34	37	84	102	126	77	90	32	80	37	65	86	97	57	82	72	103	46	21	10	54	78	55	15	59	54	40	29	62	62	30	53	56	33	29	25	55	89	56	30	70	99	58	65	48	55	56	93	89	60	107	114	72	59	91	80	66	135	59	97	21	35	53	77	94	55	49	18	76	42	49	124	80	51	82
6.2 to 7.2	72	27	73	62	53	113	38	37	19	26	70	69	76	85	44	9	73	88	43	23	74	43	36	71	76	44	40	77	102	148	37	109	24	93	66	50	57	97	60	94	112	110	22	34	26	53	72	53	16	65	85	42	31	68	54	30	51	48	22	28	52	68	78	60	30	107	113	58	45	53	53	38	122	62	55	75	99	87	41	91	59	68	139	68	74	32	33	59	65	113	48	47	34	95	20	61	82	88	65	99
6.3 to 7.3	71	18	64	59	53	91	38	37	19	19	49	68	76	76	44	9	72	79	37	23	73	43	33	69	76	44	40	76	97	133	37	109	24	93	55	50	54	87	32	94	103	101	22	33	26	53	70	51	16	63	68	32	31	57	53	23	51	48	22	28	52	68	75	60	24	107	113	58	38	52	52	28	120	57	53	62	78	78	41	88	47	68	139	68	61	32	33	59	48	113	46	47	34	87	20	61	68	88	65	86
6.4 to 7.4	71	19	64	53	66	93	37	35	33	36	56	66	77	78	43	8	72	72	42	24	68	37	33	76	76	39	36	93	88	115	44	111	23	84	61	49	53	88	32	90	103	101	22	31	28	52	71	60	16	63	57	29	26	54	53	25	42	48	22	27	55	68	75	55	26	108	108	59	45	59	52	25	113	69	67	43	88	73	34	80	47	70	146	65	60	32	32	59	40	113	47	47	34	75	20	60	67	95	54	93
6.5 to 7.5	67	19	61	55	66	91	37	35	30	37	50	66	72	70	39	8	71	71	35	24	68	30	22	69	78	38	35	78	86	114	45	107	22	65	51	34	48	88	15	90	98	102	17	27	28	43	56	61	14	63	48	39	9	54	46	18	51	46	23	22	51	68	75	54	11	112	96	60	45	58	50	18	113	68	79	36	88	71	36	81	37	70	136	62	58	33	33	72	37	104	54	47	39	65	17	61	54	93	49	83
6.6 to 7.6	53	18	49	43	65	97	21	9	39	74	25	37	88	26	45	31	67	43	51	36	69	66	21	75	104	43	40	43	84	85	32	75	10	48	49	48	43	104	13	59	125	73	12	21	43	19	43	62	14	79	64	38	6	76	23	21	34	46	47	21	73	58	64	54	17	87	101	52	25	67	45	25	90	54	101	43	146	57	62	55	38	49	109	45	72	34	20	81	10	69	28	9	55	37	11	38	32	53	63	83
6.7 to 7.7	69	23	73	44	87	100	24	26	40	90	32	45	92	26	56	36	70	73	53	37	74	72	25	81	107	45	41	57	98	87	44	75	10	62	59	68	44	106	46	72	126	75	24	25	43	19	60	78	15	80	64	53	9	82	23	21	38	46	53	21	81	86	74	55	23	91	112	65	29	81	49	25	102	54	101	50	151	62	66	56	40	61	110	61	92	39	31	112	10	69	29	21	66	42	18	59	36	64	73	83
6.8 to 7.8	58	16	60	44	66	48	23	26	39	75	31	26	64	24	56	36	53	73	46	37	40	71	21	71	70	29	38	37	74	66	31	56	9	60	52	57	44	55	42	53	117	29	14	23	41	17	43	49	13	68	64	53	5	55	20	7	35	46	40	14	81	85	50	8	22	80	90	29	29	81	24	25	73	53	61	43	117	62	56	33	6	50	65	49	87	27	29	111	8	42	25	17	65	41	15	59	13	53	72	60
6.9 to 7.9	77	32	73	53	79	48	26	30	44	78	58	28	82	26	64	54	65	82	51	38	42	79	30	73	99	35	71	62	80	69	32	77	15	73	65	73	60	64	42	69	149	35	27	37	79	20	47	78	23	73	69	77	27	55	23	16	51	48	44	24	101	85	56	33	39	83	105	63	32	99	36	54	78	55	103	47	120	68	61	45	17	71	71	55	100	34	44	111	19	44	36	32	70	50	20	85	16	65	98	62
7 to 8	77	51	73	53	95	49	26	30	46	78	58	31	82	31	64	56	70	84	53	49	49	81	48	77	103	37	72	62	99	69	32	79	15	84	65	73	60	82	48	78	166	36	37	41	79	20	74	95	23	74	76	77	42	58	26	41	76	48	44	28	101	85	56	54	56	84	105	63	32	99	37	54	85	55	120	48	133	69	64	45	17	76	71	56	100	43	51	111	35	44	45	33	82	60	20	94	31	65	100	65
7.1 to 8.1	62	60	38	37	92	28	17	37	46	76	57	28	57	41	27	53	61	85	43	53	34	80	44	77	85	37	52	77	68	37	28	74	15	79	64	71	32	83	47	88	135	38	37	40	86	15	72	96	14	58	61	61	42	53	9	39	60	38	44	17	87	70	49	53	67	62	96	60	18	75	37	54	64	24	114	51	108	45	51	31	28	78	61	55	73	42	40	83	40	28	43	28	80	55	20	72	27	50	110	38
7.2 to 8.2	49	58	38	41	88	26	26	37	36	85	47	28	42	25	27	50	28	73	45	39	24	65	43	60	69	27	47	73	60	21	27	46	15	66	32	70	38	76	44	53	80	35	47	29	67	13	74	112	14	24	30	63	42	45	21	46	58	19	43	23	58	30	49	48	73	13	78	63	18	61	25	57	49	24	111	31	92	22	60	31	39	76	33	41	69	27	42	58	40	9	43	28	58	36	19	57	25	39	92	19
7.3 to 8.3	53	61	40	41	95	27	26	37	40	85	52	28	49	25	35	50	31	75	45	39	24	67	46	60	69	27	47	73	60	21	27	46	15	66	32	70	38	76	44	57	84	35	47	29	67	13	74	112	14	24	30	63	60	51	21	52	58	19	47	37	59	30	49	49	73	19	78	66	21	61	27	57	58	26	111	31	92	23	60	35	39	77	39	47	69	27	42	65	46	9	43	30	64	36	19	61	25	39	101	19
7.4 to 8.4	57	77	42	42	82	14	26	38	27	75	46	31	63	30	43	50	33	85	49	48	26	67	49	53	69	28	55	61	69	21	35	46	16	61	31	70	40	73	63	57	90	35	48	28	80	13	79	105	23	27	41	83	67	61	34	50	57	28	58	46	66	49	49	59	73	32	81	63	10	68	30	48	71	32	97	32	81	22	58	37	44	75	28	47	67	32	42	68	42	22	40	53	71	36	26	74	28	50	121	19
7.5 to 8.5	52	80	47	43	86	37	37	65	47	87	50	38	75	52	46	61	31	85	64	57	27	72	52	61	81	28	73	86	69	21	41	49	19	66	41	86	40	73	85	58	96	34	57	28	90	14	116	104	27	33	50	85	85	79	59	66	45	26	65	65	65	49	77	82	101	46	81	77	11	73	41	50	78	33	87	71	79	35	54	39	46	75	36	63	66	50	41	56	64	41	55	53	66	34	27	106	29	62	121	21
7.6 to 8.6	45	74	46	22	77	30	27	64	34	49	46	31	57	50	38	38	25	59	38	45	18	35	40	38	51	21	61	84	57	16	41	32	12	64	41	72	39	38	80	58	66	19	57	28	70	14	95	99	26	16	33	77	85	45	59	63	45	12	40	65	43	49	67	81	94	46	43	77	11	54	33	35	73	23	61	55	21	29	26	26	45	57	36	46	37	49	38	46	61	34	47	53	41	26	22	106	26	58	79	14
7.7 to 8.7	29	69	22	21	55	27	24	47	33	33	39	23	53	50	27	33	22	29	36	44	13	29	36	32	48	19	60	70	43	14	29	32	12	50	31	52	38	36	47	45	65	17	45	24	70	14	78	83	25	15	33	62	82	39	59	63	41	12	34	65	35	21	57	80	88	42	32	64	7	40	29	35	61	23	61	48	16	24	22	25	43	45	35	30	17	44	27	15	61	34	46	41	30	21	15	85	22	47	69	14
7.8 to 8.8	29	74	26	33	56	35	26	50	34	35	39	41	73	54	34	58	23	32	44	52	19	45	36	34	60	31	73	77	67	17	48	36	23	86	31	54	39	44	62	45	74	40	46	38	90	14	81	84	27	23	55	62	108	47	59	78	59	35	34	70	36	43	82	80	98	42	45	64	15	54	42	35	61	46	62	80	45	24	22	27	44	56	36	37	30	44	28	16	63	57	70	47	34	21	39	87	25	52	70	23
7.9 to 8.9	11	66	33	24	43	35	42	55	29	52	28	39	55	75	26	40	13	39	42	53	38	37	27	46	41	28	71	53	61	30	47	31	17	78	18	41	24	35	65	33	66	37	35	25	52	11	98	58	25	27	50	40	86	47	64	92	52	33	41	62	31	61	79	56	83	41	31	54	25	50	35	6	59	44	22	91	42	31	17	18	35	36	30	35	18	40	17	36	56	56	75	45	29	31	40	61	22	41	44	32
8 to 9	11	59	34	24	42	57	42	56	50	60	47	42	57	72	32	41	9	39	54	45	33	44	37	50	42	26	70	53	60	50	47	45	34	75	25	46	24	17	59	26	59	52	29	32	53	11	74	43	34	27	43	44	113	59	86	95	37	37	46	80	37	69	83	47	73	55	33	54	27	51	34	6	52	47	45	93	29	32	34	33	45	33	44	54	19	36	14	44	45	71	82	63	25	61	65	91	8	53	68	32
8.1 to 9.1	11	56	36	24	29	59	41	50	56	59	47	47	65	60	39	44	13	38	52	42	32	42	38	50	42	25	73	38	71	51	54	45	47	59	30	38	24	16	59	14	66	60	35	35	46	4	81	36	34	31	51	48	113	58	90	95	57	37	48	86	37	69	62	47	63	56	32	51	30	53	38	7	58	48	45	106	29	32	43	33	32	41	30	65	16	40	15	44	41	71	80	66	25	61	70	95	19	54	56	40
8.2 to 9.2	13	57	46	40	37	70	38	64	59	54	51	56	66	73	40	44	20	64	52	42	46	48	53	58	43	35	74	46	83	48	58	41	55	62	33	38	14	17	66	15	70	57	33	30	63	13	92	28	34	33	52	64	111	59	82	91	57	36	50	85	45	70	69	67	67	60	31	65	35	54	46	5	51	50	52	108	31	29	43	35	37	32	31	65	17	53	16	43	59	73	92	67	28	72	80	101	26	66	69	41
8.3 to 9.3	9	63	44	42	32	69	44	64	55	54	60	56	59	75	32	44	17	62	60	42	47	52	50	65	43	35	74	46	83	60	67	45	55	62	33	38	23	19	77	11	75	57	33	30	67	20	92	28	37	38	54	66	94	53	84	85	60	43	52	71	47	70	70	66	68	54	39	62	34	54	44	5	46	48	53	112	31	33	43	32	37	31	25	63	18	54	23	36	53	73	93	65	22	78	80	98	27	74	60	44
8.4 to 9.4	11	45	44	41	32	84	48	63	53	50	60	48	44	68	25	44	17	59	52	26	53	54	49	55	43	34	66	41	74	60	52	43	56	71	26	43	23	18	69	15	69	57	32	30	52	20	96	23	28	35	43	48	93	50	77	85	60	36	35	64	34	49	70	56	61	41	36	63	34	44	44	4	32	30	53	112	31	33	38	30	35	31	25	64	17	49	27	34	53	60	100	43	18	81	72	86	25	67	40	39
8.5 to 9.5	11	42	39	34	26	61	37	35	33	37	56	40	31	45	22	33	17	59	37	14	52	43	46	43	29	34	48	16	68	55	39	40	53	64	16	27	19	18	47	14	63	56	22	29	42	16	59	20	23	29	34	36	75	32	51	69	60	36	27	45	34	49	41	33	33	23	36	48	33	39	33	2	25	29	51	73	31	20	38	27	33	31	17	47	17	30	27	31	31	41	77	43	18	80	70	53	24	52	40	37
8.6 to 9.6	17	43	39	35	27	61	43	36	33	37	58	40	31	45	22	36	20	61	38	14	56	43	46	44	29	34	49	18	73	55	40	41	53	74	18	27	26	19	47	14	64	57	24	33	43	17	59	22	23	30	34	39	75	32	59	69	60	38	27	48	37	58	43	42	33	23	39	49	34	39	34	5	25	35	54	74	31	20	48	27	33	31	17	48	19	30	31	31	32	42	78	45	18	88	73	57	24	53	41	37
8.7 to 9.7	17	43	39	35	27	61	43	36	33	37	58	40	31	45	22	36	20	61	38	14	56	43	46	44	29	34	49	18	73	55	40	41	53	74	18	27	26	19	47	14	64	57	24	33	43	17	59	22	23	30	34	39	75	32	59	69	60	38	27	48	37	58	43	42	33	23	39	49	34	39	34	5	25	35	54	74	31	20	48	27	33	31	17	48	19	30	31	31	32	42	78	45	18	88	73	57	24	53	41	37
8.8 to 9.8	17	38	35	23	26	53	41	33	32	35	58	22	11	41	15	11	19	58	30	6	50	27	46	42	17	22	36	11	49	52	21	37	42	38	18	25	25	11	32	14	55	34	23	19	23	17	56	21	21	22	12	39	49	24	59	54	42	15	27	43	36	36	18	42	23	23	26	49	26	25	21	5	25	12	53	42	2	20	48	25	32	20	16	41	6	30	30	30	30	19	54	39	14	88	49	55	21	48	40	28
8.9 to 9.9	19	51	15	37	47	54	24	38	43	19	48	28	45	21	17	13	26	51	36	17	30	36	46	29	16	26	8	22	56	37	39	23	64	40	24	26	49	25	36	13	38	32	30	18	29	20	37	37	25	28	14	49	55	36	63	53	35	50	18	50	27	21	16	42	30	22	43	30	21	20	21	35	26	16	51	29	17	15	53	33	34	30	18	37	8	36	27	13	35	30	47	32	19	76	56	57	21	64	42	23
9 to 10	19	39	15	42	40	33	24	39	26	31	31	26	48	19	14	10	29	50	46	16	29	28	23	22	11	32	13	24	38	23	40	17	48	49	39	28	49	30	37	13	37	16	37	10	28	32	55	37	22	33	31	45	29	24	38	46	50	46	34	42	25	33	32	30	23	7	43	32	21	20	21	55	27	14	21	37	17	13	36	23	24	30	19	17	12	34	25	27	34	19	35	16	11	40	31	24	25	59	20	35
9.1 to 10.1	19	32	13	42	40	31	24	31	20	31	31	21	40	18	7	5	25	50	46	15	29	26	22	22	10	23	10	24	27	22	33	17	35	48	34	25	49	30	37	10	30	4	31	7	28	32	48	32	22	29	22	41	29	24	33	46	30	46	32	34	25	33	31	30	20	6	31	27	18	18	17	54	20	13	21	21	17	13	27	19	24	19	19	6	12	30	22	27	33	19	34	13	11	40	26	20	14	56	20	27
9.2 to 10.2	17	35	6	23	39	20	29	28	24	27	26	15	40	19	8	5	18	25	48	15	28	19	9	11	17	17	23	18	20	24	29	20	26	47	32	19	51	27	32	10	32	3	27	8	14	29	37	25	29	28	24	24	29	22	28	44	39	46	30	38	17	33	30	10	15	2	33	13	16	21	9	57	17	15	16	19	24	13	19	22	9	14	24	7	21	25	21	28	14	19	24	12	8	30	20	16	7	44	9	26
9.3 to 10.3	19	28	6	24	37	22	23	33	24	27	16	19	41	17	8	5	18	33	40	15	28	17	9	4	17	17	25	18	24	13	20	16	28	47	32	20	43	25	21	10	26	3	27	8	11	22	37	25	28	23	24	24	32	23	26	44	37	40	27	38	14	35	37	10	16	11	25	17	15	23	11	57	13	15	15	17	34	12	21	23	15	14	29	9	21	25	18	28	18	27	23	12	8	25	24	15	6	40	9	24
9.4 to 10.4	19	28	24	31	44	6	19	36	29	26	14	19	42	20	8	5	24	22	40	15	20	21	21	4	18	24	27	18	23	18	22	25	26	46	32	15	61	32	10	13	30	14	36	10	18	27	30	28	28	24	24	39	26	16	30	44	50	50	31	54	16	35	52	30	25	24	25	16	21	33	10	57	12	15	17	21	34	12	30	25	26	14	32	8	22	28	18	32	18	45	23	30	5	28	25	17	6	35	14	23
9.5 to 10.5	32	46	29	39	48	13	25	41	37	42	17	27	45	33	22	18	35	26	46	16	25	32	27	7	20	37	36	34	28	21	27	25	31	70	43	27	70	38	10	22	31	18	37	13	29	38	62	40	33	35	35	45	45	23	46	53	53	58	38	63	19	44	53	31	32	26	28	38	29	35	26	75	39	25	31	37	53	12	42	31	26	15	43	17	29	30	27	49	38	50	30	50	9	31	29	32	22	37	22	34
9.6 to 10.6	26	45	29	38	47	13	19	40	37	42	15	27	45	33	22	15	32	24	45	16	21	32	27	6	20	37	35	32	23	21	26	24	31	60	41	27	63	37	10	22	30	17	35	9	28	37	62	38	33	34	35	42	45	23	38	53	53	56	38	60	16	35	51	22	32	26	25	37	28	35	25	72	39	19	28	36	53	12	32	31	26	15	43	16	27	30	23	49	37	49	29	48	9	23	26	28	22	36	21	34
9.7 to 10.7	26	45	29	38	47	13	19	40	37	42	15	27	45	33	22	15	32	24	45	16	21	32	27	6	20	37	35	32	23	21	26	24	31	60	41	27	63	37	10	22	30	17	35	9	28	37	62	38	33	34	35	42	45	23	38	53	53	56	38	60	16	35	51	22	32	26	25	37	28	35	25	72	39	19	28	36	53	12	32	31	26	15	43	16	27	30	23	49	37	49	29	48	9	23	26	28	22	36	21	34
9.8 to 10.8	26	45	29	38	47	13	19	40	37	42	15	27	45	33	22	15	32	24	45	16	21	32	27	6	20	37	35	32	23	21	26	24	31	60	41	27	63	37	10	22	30	17	35	9	28	37	62	38	33	34	35	42	45	23	38	53	53	56	38	60	16	35	51	22	32	26	25	37	28	35	25	72	39	19	28	36	53	12	32	31	26	15	43	16	27	30	23	49	37	49	29	48	9	23	26	28	22	36	21	34
9.9 to 10.9	23	24	31	24	28	12	17	28	27	39	9	21	11	31	20	13	24	15	36	3	22	23	27	7	12	30	36	20	19	20	8	22	9	53	35	24	38	31	3	20	23	19	26	9	22	34	61	19	22	19	33	32	43	13	26	31	52	21	36	51	10	32	50	21	24	25	7	32	20	26	20	42	35	15	33	36	38	4	28	20	22	4	41	18	24	21	22	46	28	37	20	42	4	17	14	26	26	19	20	28
10 to 11	23	24	30	19	20	12	17	26	22	24	7	17	6	32	17	14	20	16	12	1	33	33	23	6	12	35	31	27	26	14	11	26	8	43	20	24	42	37	2	21	15	31	16	8	28	25	43	24	19	22	21	33	28	13	26	10	29	21	19	43	6	21	34	23	28	28	6	30	18	41	28	22	35	15	33	25	47	6	25	22	26	2	30	18	31	30	20	26	24	45	18	43	6	13	21	22	30	19	20	22
10.1 to 11.1	23	25	30	19	20	12	18	32	23	24	8	17	11	32	18	23	20	16	12	1	33	41	24	8	12	36	31	27	26	18	11	27	8	51	20	26	42	40	2	21	21	35	17	10	40	26	47	24	19	23	21	36	28	23	26	11	30	21	22	43	6	22	34	23	32	28	7	33	18	41	28	22	36	15	35	26	47	6	26	30	32	12	36	19	31	31	20	26	24	45	18	43	7	14	22	23	30	22	22	28
10.2 to 11.2	30	28	27	37	17	32	7	31	16	27	10	12	22	35	41	23	21	29	8	1	20	47	37	10	17	33	18	31	21	13	12	39	22	53	19	37	37	35	29	21	29	35	14	15	39	24	43	23	12	29	18	32	29	25	30	10	25	29	23	39	6	21	29	29	27	48	9	43	15	37	33	47	35	15	40	51	58	9	32	46	33	20	42	27	24	23	19	26	27	43	20	43	13	29	23	28	40	25	36	37
10.3 to 11.3	36	26	31	34	18	34	7	27	35	27	12	11	27	41	41	24	30	22	12	5	19	52	43	11	20	39	25	37	25	19	13	44	27	58	22	41	37	39	41	26	29	40	21	17	43	24	47	27	11	35	19	34	43	36	31	10	24	29	29	42	10	35	23	53	31	41	9	40	16	46	32	50	35	21	40	56	51	8	33	51	28	22	41	21	28	24	16	38	26	43	24	56	18	32	29	29	50	31	37	43
10.4 to 11.4	30	27	15	35	17	35	10	30	33	26	13	17	28	40	46	24	42	39	11	11	24	53	35	12	23	52	23	45	29	14	11	44	33	66	25	48	27	32	47	32	34	37	24	18	37	27	44	27	16	34	24	31	45	37	21	13	15	29	35	25	24	60	20	34	23	30	10	53	21	31	31	51	42	31	51	58	56	8	30	56	19	22	39	27	47	21	17	36	29	39	28	44	28	27	34	31	62	27	43	43
10.5 to 11.5	17	10	14	36	13	33	14	28	44	10	36	11	28	28	51	11	34	36	5	10	22	43	42	11	34	41	18	39	29	34	6	46	37	42	16	36	19	27	50	25	34	42	25	19	26	30	14	15	23	23	15	28	31	30	9	4	15	34	29	27	29	59	39	34	30	28	7	40	30	39	33	46	16	24	43	52	37	17	21	50	26	21	46	23	44	20	10	21	28	41	21	28	24	42	38	16	56	44	35	38
10.6 to 11.6	18	12	14	45	16	34	22	28	48	10	37	18	30	30	54	15	34	36	15	16	23	51	43	11	41	44	25	44	35	35	7	46	37	44	22	37	19	30	50	27	34	43	27	19	26	41	15	16	25	29	16	28	31	37	11	9	17	35	30	34	30	59	39	35	39	41	8	50	31	42	33	47	31	32	43	55	37	18	28	55	31	21	48	23	44	22	13	22	30	50	25	28	24	42	38	25	57	45	36	45
10.7 to 11.7	22	13	18	45	34	36	23	29	75	15	58	24	34	34	62	34	37	38	16	19	37	52	46	12	43	46	27	53	39	35	7	52	48	45	23	39	19	46	76	31	38	43	31	19	32	42	18	16	25	35	30	36	35	37	28	10	41	39	48	65	31	70	51	38	44	61	14	51	31	44	39	48	43	32	62	59	47	21	29	68	51	28	56	27	68	23	14	34	30	56	27	29	24	60	47	34	57	48	58	47
10.8 to 11.8	26	13	18	45	40	43	23	33	75	22	58	28	37	42	62	34	37	47	16	19	38	52	46	14	43	48	28	59	39	35	8	52	48	45	27	39	24	46	78	31	38	44	32	27	32	45	27	16	31	35	30	36	43	37	28	10	41	41	48	70	31	70	51	41	46	70	14	51	32	44	44	48	43	32	62	64	48	21	29	72	51	35	64	27	68	24	14	34	31	64	29	29	31	60	47	38	62	50	58	48
10.9 to 11.9	26	13	17	45	42	43	24	44	75	30	70	33	37	42	64	35	37	53	16	23	37	63	47	20	46	48	24	59	39	36	8	55	48	50	27	38	31	40	95	35	48	43	37	28	32	49	29	20	30	47	30	34	40	35	32	14	44	41	50	76	31	70	51	43	46	92	14	63	32	55	44	48	44	33	59	63	60	22	38	72	57	36	64	25	68	24	14	35	33	65	32	29	42	63	46	59	73	58	57	52
11 to 12	26	16	19	46	42	41	24	44	76	25	70	34	40	41	65	34	40	51	17	23	26	56	53	20	46	37	28	50	33	36	6	44	52	44	20	33	27	29	95	35	48	31	36	26	26	46	28	13	29	38	26	36	39	32	32	22	43	41	46	70	31	61	47	41	42	92	13	63	32	39	37	50	43	32	53	63	51	22	38	65	53	36	61	25	56	14	14	33	35	53	36	28	41	63	39	57	70	54	53	44
11.1 to 12.1	32	15	19	46	42	42	30	38	79	36	70	34	36	44	68	52	41	56	23	25	31	51	54	18	54	38	37	65	33	32	6	51	53	39	31	32	31	26	97	36	56	34	45	32	18	49	31	15	49	37	27	45	41	26	34	28	42	42	45	95	31	63	50	59	53	93	20	71	32	48	61	56	49	44	68	74	59	26	38	71	57	26	63	28	57	23	14	41	41	60	38	28	54	65	42	62	77	84	68	50
11.2 to 12.2	25	29	19	33	38	22	31	32	85	39	100	35	29	27	60	52	57	47	26	43	56	46	39	16	41	37	42	60	31	32	21	40	45	37	32	43	37	33	71	43	42	35	54	45	17	45	34	22	49	53	29	49	40	26	42	35	57	38	45	92	31	65	49	53	56	73	22	67	37	48	56	44	71	40	62	49	44	24	33	52	55	19	52	39	55	20	14	40	43	60	45	30	52	49	45	57	68	84	55	41
11.3 to 12.3	23	29	24	36	38	18	38	40	71	39	94	33	23	26	62	51	49	55	24	39	57	37	35	20	39	32	33	55	38	27	24	40	49	37	35	38	36	30	73	38	39	35	49	46	12	52	30	19	54	55	30	45	26	16	41	35	68	47	36	89	31	49	48	37	57	72	23	69	36	37	57	45	75	38	63	43	53	24	30	45	56	17	57	39	50	23	17	32	40	56	53	20	49	52	40	64	62	77	57	39
11.4 to 12.4	24	31	20	30	32	44	39	44	68	40	94	38	27	24	58	60	29	41	27	39	64	37	29	30	36	14	33	48	34	30	36	32	47	20	46	34	26	35	80	29	40	30	43	49	11	45	39	29	50	58	25	32	38	22	42	33	66	37	28	98	24	24	36	39	64	69	22	58	34	40	62	46	73	33	60	36	52	24	31	42	51	26	65	35	30	33	21	44	45	52	42	14	40	54	36	64	49	81	46	47
11.5 to 12.5	25	37	16	23	36	40	36	42	49	42	69	36	28	24	42	60	27	40	28	39	66	36	19	29	32	12	33	38	29	7	36	31	42	25	46	40	25	34	80	28	41	22	43	51	11	31	39	29	38	59	28	31	42	33	38	36	64	26	29	87	21	16	18	39	56	70	22	49	17	43	49	33	74	36	54	41	52	15	29	49	49	28	49	30	29	32	23	42	31	46	45	10	41	36	30	67	44	67	46	44
11.6 to 12.6	24	45	16	17	34	40	28	43	45	45	68	30	29	22	43	65	27	40	18	34	65	29	18	29	28	9	26	37	29	6	35	31	45	25	40	39	25	31	80	27	41	21	41	51	12	21	38	30	38	59	27	32	43	28	36	37	63	25	28	85	26	16	18	39	47	57	22	42	16	42	50	32	60	31	59	38	56	17	23	45	46	28	48	34	31	30	23	59	31	37	41	10	41	36	30	62	45	69	45	38
11.7 to 12.7	20	45	12	27	31	41	27	42	18	40	47	27	28	21	35	46	26	48	17	52	51	43	17	28	28	7	25	32	27	7	35	25	35	24	39	47	42	34	54	36	45	21	38	51	19	20	35	35	55	67	15	25	39	40	29	43	39	21	24	55	28	21	7	36	47	50	23	41	16	40	51	32	48	43	47	34	51	24	22	54	26	32	45	30	9	42	23	47	50	31	54	10	54	18	23	53	45	66	42	36
11.8 to 12.8	16	45	12	27	25	34	27	38	18	33	47	23	25	13	35	46	26	39	17	52	50	43	17	26	28	5	24	26	27	7	34	25	35	24	35	47	37	34	52	36	45	20	37	43	19	17	26	35	49	67	15	25	31	40	29	43	39	19	24	50	28	21	7	33	45	41	23	41	15	40	46	32	48	43	47	29	50	24	22	50	26	25	37	30	9	41	23	47	49	23	52	10	47	18	23	49	40	64	42	35
11.9 to 12.9	19	49	16	27	21	34	31	25	17	24	37	19	26	12	33	46	25	38	17	48	49	34	17	19	24	5	24	26	28	6	38	22	35	19	35	50	30	36	35	32	35	18	32	42	20	18	27	33	49	57	17	27	30	42	25	39	35	21	22	44	28	22	7	34	47	19	23	35	20	29	46	32	47	43	45	28	38	25	12	50	22	34	37	31	10	48	23	47	48	22	50	12	36	14	23	28	25	60	46	31
12 to 13	26	46	15	27	23	38	31	25	17	24	38	20	29	13	40	46	25	49	26	55	49	30	20	21	24	19	20	37	28	12	36	19	38	19	38	49	32	36	36	30	35	18	32	43	23	23	25	33	47	66	22	25	32	48	26	31	34	29	24	47	36	23	10	40	48	16	23	35	20	29	45	37	50	47	43	28	38	27	14	55	25	36	52	32	17	51	31	47	46	27	50	9	42	17	23	29	22	63	47	37
12.1 to 13.1	32	52	22	30	24	41	27	28	14	13	43	20	33	20	38	20	26	44	23	56	50	32	25	21	20	23	15	30	31	22	36	14	48	20	29	56	32	36	34	33	21	15	25	48	20	24	25	39	28	69	30	15	35	49	30	25	42	31	25	37	38	23	14	28	35	19	17	27	23	21	24	37	45	40	30	17	30	28	14	49	18	41	51	37	21	49	36	42	46	21	59	10	33	14	26	25	15	36	31	30
12.2 to 13.2	33	33	28	29	24	45	26	24	8	7	12	19	28	20	21	24	13	39	21	38	29	31	25	23	20	23	9	30	32	22	20	10	42	19	27	31	29	29	31	25	22	15	14	29	19	24	23	31	27	48	28	11	36	47	18	18	23	27	24	34	40	21	14	28	32	19	13	18	19	23	24	22	21	40	29	19	26	27	12	47	18	40	49	18	20	49	35	42	41	27	48	10	30	14	19	24	14	40	30	31
