,model,lnL,AIC,AICc,timing,tree.no,delta,w
259,SRC,63.50618905,-121.0123781,-120.8457114,SRC 610,24,0,0.621884763865694
260,OUS,56.52373877,-103.0474775,-102.6278971,OUS 17.1314702279435,24,18.2178143,6.88274699279745e-05
261,OUMA,56.84051615,-101.6810323,-101.089483,OUMA 15.9600950858577,24,19.7562284,3.18932978018223e-05
262,OUMV,57.58896455,-103.1779291,-102.5863798,OUMV 15.0193979570021,24,18.2593316,6.74134321053933e-05
263,OUMVA,58.22244072,-102.4448814,-101.6505552,OUMVA 13.7394628613462,24,19.1951562,4.22216020699889e-05
264,fit_env,56.2892107821248,-106.57842156425,-106.41290432287,NA,24,14.43280707713,0.0004567364592245
265,EB,63.18661034,-118.3732207,-118.0954429,EB24,25,7.23769510000001,0.0185221244939932
266,delta,61.55234221,-115.1046844,-114.8269066,delta24,25,10.5062314,0.00361357571950543
267,DensDep,60.03784796,-116.0756959,-115.9935041,DensDep24,25,9.33963390000001,0.00647531034481064
268,TS,61.74030722,-117.4806144,-117.3139478,TS 9,25,8.01919020000001,0.0125311605476284
269,TRC,65.84465649,-123.689313,-123.4095927,TRC 69,25,1.9235453,0.264024218620479
270,SRC,65.74990234,-125.4998047,-125.333138,SRC 611,25,0,0.690774537488004
271,OUS,60.79448991,-111.5889798,-111.1693994,OUS 16.4949863479776,25,14.1637386,0.000580389520455822
272,OUMA,60.83694297,-109.6738859,-109.0823366,OUMA 16.4688396393886,25,16.2508014,0.00020441823468121
273,OUMV,61.51322808,-111.0264562,-110.4349069,OUMV 15.9038628821932,25,14.8982311,0.000402000452853502
