group,model,lnL,AIC,AICc,timing,tree.no,delta,w
pygopodoidea,OUMV,213.1235908,-414.2471815,-413.785643,36.64276385,62,23.0684732,5.92E-06
pygopodoidea,OUMVA,213.1725422,-412.3450843,-411.7262998,a 36.6426057521249,62,25.1278164,2.12E-06
pygopodoidea,DensDep,208.5188893,-413.0377786,-412.9732625,NA,62,23.88085371,3.95E-06
pygopodoidea,fit_env,209.1186656,-412.2373313,-412.1076015,NA,62,24.74651468,2.56E-06
pygopodoidea,EB,222.5126448,-437.0252897,-436.8078984,NA62,63,0.1370915,0.353479524
pygopodoidea,delta,219.04117,-430.0823399,-429.8649486,NA62,63,7.0800413,0.010983022
pygopodoidea,TS,219.6721918,-433.3443836,-433.2139488,NA 1160,63,3.7310411,0.058606802
pygopodoidea,TRC,221.7009359,-435.4018717,-435.1832925,NA 1127,63,1.7616974,0.156886499
pygopodoidea,SRC,221.5377124,-437.0754247,-436.9449899,NA 1133,63,0,0.378558762
pygopodoidea,OUS,214.5397908,-419.0795817,-418.7517128,8.654710215,63,18.1932771,4.24E-05
pygopodoidea,OUMA,221.2205804,-430.4411608,-429.9796224,18.72716041,63,6.9653675,0.011631158
pygopodoidea,OUMV,219.9769302,-427.9538605,-427.492322,39.03776212,63,9.4526679,0.00335361
pygopodoidea,OUMVA,220.1843962,-426.3687924,-425.7500079,a 39.037834500896,63,11.194982,0.001403375
pygopodoidea,DensDep,216.9644889,-429.9289777,-429.8644616,NA,63,7.080528302,0.010980348
pygopodoidea,fit_env,218.245352,-430.4907041,-430.3609743,NA,63,6.584015576,0.014074484
pygopodoidea,EB,225.3948339,-442.7896678,-442.5722765,NA63,64,3.6621799,0.094008282
pygopodoidea,delta,221.5824506,-435.1649011,-434.9475098,NA63,64,11.2869466,0.002077156
pygopodoidea,TS,224.0128691,-442.0257382,-441.8953035,NA 1161,64,4.3391529,0.067013654
pygopodoidea,TRC,226.2997959,-444.5995917,-444.3810125,NA 1027,64,1.8534439,0.232235254
pygopodoidea,SRC,226.1824456,-446.3648912,-446.2344564,NA 1024,64,0,0.586676074
pygopodoidea,OUS,218.5542901,-427.1085803,-426.7807114,7.896788539,64,19.453745,3.50E-05
pygopodoidea,OUMA,224.9786561,-437.9573122,-437.4957737,17.72262421,64,8.7386827,0.00742707
pygopodoidea,OUMV,222.9053014,-433.8106028,-433.3490644,35.73903268,64,12.885392,0.000934052
pygopodoidea,OUMVA,223.2005786,-432.4011571,-431.7823726,a 40.8891551708831,64,14.4520838,0.000426745
pygopodoidea,DensDep,220.4122506,-436.8245013,-436.7599851,NA,64,9.474471269,0.005140946
pygopodoidea,fit_env,221.2003354,-436.4006707,-436.270941,NA,64,9.963515405,0.004025766
pygopodoidea,EB,223.4485624,-438.8971249,-438.6797336,NA64,65,1.2372677,0.248152056
pygopodoidea,delta,219.3496989,-430.6993979,-430.4820066,NA64,65,9.4349947,0.00411722
pygopodoidea,TS,217.1717466,-428.3434932,-428.2130584,NA 1162,65,11.7039429,0.001324062
pygopodoidea,TRC,223.5870634,-439.1741268,-438.9555475,NA 1028,65,0.9614538,0.284845987
pygopodoidea,SRC,223.023718,-440.0474361,-439.9170013,NA 1134,65,0,0.460667046
pygopodoidea,OUS,213.349317,-416.698634,-416.3707652,47.73555104,65,23.5462361,3.55E-06
pygopodoidea,OUMA,213.399053,-414.7981059,-414.3365674,33.65513877,65,25.5804339,1.28E-06
pygopodoidea,OUMV,218.9636683,-425.9273365,-425.4657981,34.05894984,65,14.4512032,0.000335234
pygopodoidea,OUMVA,219.2920156,-424.5840311,-423.9652466,a 34.4415775639018,65,15.9517547,0.00015831
pygopodoidea,DensDep,214.1142625,-424.2285251,-424.164009,NA,65,15.75299234,0.000174851
pygopodoidea,fit_env,215.3783702,-424.7567405,-424.6270108,NA,65,15.28999054,0.000220398
pygopodoidea,EB,215.0582616,-422.1165232,-421.8991319,NA65,66,11.5463999,0.002028574
pygopodoidea,delta,216.2135736,-424.4271472,-424.2097559,NA65,66,9.2357759,0.006440749
pygopodoidea,TS,214.5819797,-423.1639594,-423.0335246,NA 1163,66,10.4120072,0.003577017
pygopodoidea,TRC,220.1284984,-432.2569968,-432.0384175,NA 1029,66,1.4071143,0.322781522
pygopodoidea,SRC,219.7879833,-433.5759666,-433.4455318,NA 1135,66,0,0.652318437
pygopodoidea,OUS,212.0484769,-414.0969538,-413.769085,19.57069931,66,19.6764468,3.48E-05
pygopodoidea,OUMA,218.5626233,-425.1252466,-424.6637081,15.98586374,66,8.7818237,0.008081851
pygopodoidea,OUMV,216.8459368,-421.6918736,-421.2303351,42.12811954,66,12.2151967,0.001451989
pygopodoidea,OUMVA,217.8572539,-421.7145078,-421.0957233,a 42.128147187562,66,12.3498085,0.001357478
pygopodoidea,DensDep,212.1066225,-420.213245,-420.1487288,NA,66,13.29680295,0.000845465
pygopodoidea,fit_env,213.3860034,-420.7720068,-420.642277,NA,66,12.80325475,0.001082102
pygopodoidea,EB,221.0659262,-434.1318523,-433.914461,NA66,67,4.0827191,0.074865475
pygopodoidea,delta,216.8611434,-425.7222868,-425.5048955,NA66,67,12.4922846,0.001117294
pygopodoidea,TS,216.6212913,-427.2425825,-427.1121477,NA 1164,67,10.8850324,0.002495617
pygopodoidea,TRC,222.5901361,-437.1802723,-436.961693,NA 1030,67,1.0354871,0.343541816
pygopodoidea,SRC,222.0638074,-438.1276149,-437.9971801,NA 1025,67,0,0.576544421
pygopodoidea,OUS,213.4649012,-416.9298024,-416.6019336,16.33308695,67,21.3952465,1.30E-05
pygopodoidea,OUMA,213.9080592,-415.8161184,-415.35458,28.41284783,67,22.6426001,6.98E-06
pygopodoidea,OUMV,217.679031,-423.358062,-422.8965236,28.412539,67,15.1006565,0.000303226
pygopodoidea,OUMVA,218.611133,-423.2222659,-422.6034814,a 28.4124071280427,67,15.3936987,0.000261899
pygopodoidea,DensDep,213.849822,-423.699644,-423.6351279,NA,67,14.36205219,0.000438685
pygopodoidea,fit_env,214.8185855,-423.637171,-423.5074412,NA,67,14.48973887,0.000411553
pygopodoidea,EB,218.9378867,-429.8757734,-429.6583821,NA67,68,0,0.455106289
pygopodoidea,delta,215.2225847,-422.4451695,-422.2277782,NA67,68,7.4306039,0.011080968
pygopodoidea,TS,213.1740372,-420.3480744,-420.2176397,NA 1165,68,9.4407424,0.004055848
pygopodoidea,TRC,218.1118664,-428.2237327,-428.0051535,NA 93,68,1.6532286,0.199121799
pygopodoidea,SRC,217.5260624,-429.0521249,-428.9216901,NA 93,68,0.736692,0.314877915
pygopodoidea,OUS,212.3118925,-414.6237851,-414.2959162,16.48188474,68,15.3624659,0.000209989
pygopodoidea,OUMA,217.5160401,-423.0320802,-422.5705417,17.38012345,68,7.0878404,0.013152486
pygopodoidea,OUMV,214.522428,-417.0448559,-416.5833175,35.83593526,68,13.0750646,0.00065902
pygopodoidea,OUMVA,215.6844112,-417.3688225,-416.750038,a 35.8360058133019,68,12.9083441,0.000716311
pygopodoidea,DensDep,210.3067936,-416.6135873,-416.5490711,NA,68,13.10931096,0.000647832
pygopodoidea,fit_env,210.7834372,-415.5668745,-415.4371448,NA,68,14.22123734,0.000371544
pygopodoidea,EB,219.788103,-431.576206,-431.3588147,NA68,69,0.8018104,0.306524952
pygopodoidea,delta,215.3537907,-422.7075814,-422.4901901,NA68,69,9.670435,0.003636373
pygopodoidea,TS,215.3280711,-424.6561421,-424.5257073,NA 1166,69,7.6349178,0.010061794
pygopodoidea,TRC,219.4416555,-430.8833109,-430.6647317,NA 94,69,1.4958934,0.216644479
pygopodoidea,SRC,219.14553,-432.2910599,-432.1606251,NA 94,69,0,0.457695613
pygopodoidea,OUS,211.8087587,-413.6175175,-413.2896486,8.230175322,69,18.8709765,3.65E-05
pygopodoidea,OUMA,216.3087144,-420.6174288,-420.1558903,9.069779075,69,12.0047348,0.001131831
pygopodoidea,OUMV,215.1858852,-418.3717704,-417.910232,34.21902513,69,14.2503931,0.00036825
pygopodoidea,OUMVA,216.772211,-419.544422,-418.9256375,a 21.9601925324741,69,13.2349876,0.000611837
pygopodoidea,DensDep,212.9551197,-421.9102393,-421.8457232,NA,69,10.3149019,0.002634658
pygopodoidea,fit_env,212.5938201,-419.1876402,-419.0579105,NA,69,13.10271461,0.00065367
pygopodoidea,EB,223.6275454,-439.2550908,-439.0376995,NA69,70,0,0.739855564
pygopodoidea,delta,219.6769829,-431.3539659,-431.1365746,NA69,70,7.9011249,0.014237688
pygopodoidea,TS,218.6893862,-431.3787724,-431.2483376,NA 1167,70,7.7893619,0.015055962
pygopodoidea,TRC,221.0947443,-434.1894885,-433.9709093,NA 1128,70,5.0667902,0.058736414
pygopodoidea,SRC,221.0279408,-436.0558816,-435.9254468,NA 1136,70,3.1122527,0.156073747
pygopodoidea,OUS,214.4640255,-418.9280511,-418.6001822,14.84644103,70,20.4375173,2.70E-05
pygopodoidea,OUMA,220.8510122,-429.7020244,-429.240486,18.07549378,70,9.7972135,0.005517077
pygopodoidea,OUMV,219.2658664,-426.5317329,-426.0701944,36.27299584,70,12.9675051,0.001130548
pygopodoidea,OUMVA,219.1400522,-424.2801043,-423.6613198,a 42.055842884929,70,15.3763797,0.000339007
pygopodoidea,DensDep,216.4902668,-428.9805335,-428.9160174,NA,70,10.12168211,0.004690851
pygopodoidea,fit_env,217.4442471,-428.8884942,-428.7587644,NA,70,10.27893506,0.004336153
pygopodoidea,EB,221.5025354,-435.0050709,-434.7876796,NA70,71,0,0.862763719
pygopodoidea,delta,217.3404734,-426.6809469,-426.4635556,NA70,71,8.324124,0.013437897
pygopodoidea,TS,211.3006188,-416.6012376,-416.4708028,NA 1168,71,18.3168768,9.09E-05
pygopodoidea,TRC,218.9530967,-429.9061934,-429.6876142,NA 1031,71,5.1000654,0.067363826
pygopodoidea,SRC,217.724861,-429.4497219,-429.3192872,NA 1026,71,5.4683924,0.056033216
pygopodoidea,OUS,210.4555649,-410.9111299,-410.583261,4.747254189,71,24.2044186,4.79E-06
pygopodoidea,OUMA,213.8222232,-415.6444465,-415.182908,15.66122946,71,19.6047716,4.77E-05
pygopodoidea,OUMV,214.7830729,-417.5661458,-417.1046073,33.68018904,71,17.6830723,0.000124756
pygopodoidea,OUMVA,215.1126911,-416.2253821,-415.6065976,a 36.4948155358832,71,19.181082,5.90E-05
pygopodoidea,DensDep,209.6737681,-415.3475363,-415.2830202,NA,71,19.50465943,5.02E-05
pygopodoidea,fit_env,209.9702302,-413.9404605,-413.8107307,NA,71,20.97694886,2.40E-05
pygopodoidea,EB,219.4334226,-430.8668451,-430.6494538,NA71,72,0,0.519186303
pygopodoidea,delta,215.1016594,-422.2033188,-421.9859275,NA71,72,8.6635263,0.006824367
pygopodoidea,TS,214.0159406,-422.0318812,-421.9014464,NA 1169,72,8.7480074,0.006542106
pygopodoidea,TRC,218.3677727,-428.7355453,-428.5169661,NA 95,72,2.1324877,0.178755497
pygopodoidea,SRC,217.7766597,-429.5533194,-429.4228846,NA 95,72,1.2265692,0.281175262
pygopodoidea,OUS,209.7127957,-409.4255914,-409.0977225,43.56689041,72,21.5517313,1.08E-05
pygopodoidea,OUMA,209.6550048,-407.3100097,-406.8484712,35.68887743,72,23.8009826,3.52E-06
pygopodoidea,OUMV,216.3507467,-420.7014934,-420.2399549,36.69884479,72,10.4094989,0.002850554
pygopodoidea,OUMVA,216.3643376,-418.7286752,-418.1098906,a 36.6988424965683,72,12.5395632,0.000982634
pygopodoidea,DensDep,211.4375602,-418.8751203,-418.8106042,NA,72,11.83884961,0.001394921
pygopodoidea,fit_env,212.9588615,-419.9177231,-419.7879933,NA,72,10.86146046,0.002273982
pygopodoidea,EB,221.7282449,-435.4564899,-435.2390986,NA72,73,2.6311478,0.156132108
pygopodoidea,delta,218.1529097,-428.3058195,-428.0884282,NA72,73,9.7818182,0.004372642
pygopodoidea,TS,217.2332425,-428.466485,-428.3360502,NA 1170,73,9.5341962,0.004948964
pygopodoidea,TRC,222.1921653,-436.3843305,-436.1657513,NA 1032,73,1.7044951,0.248148869
pygopodoidea,SRC,222.0003406,-438.0006812,-437.8702464,NA 1027,73,0,0.581887071
pygopodoidea,OUS,212.6973274,-415.3946548,-415.0667859,15.71503909,73,22.8034605,6.50E-06
pygopodoidea,OUMA,218.0165248,-424.0330497,-423.5715112,12.73715788,73,14.2987352,0.000456991
pygopodoidea,OUMV,218.5855529,-425.1711058,-424.7095674,31.66771876,73,13.160679,0.000807297
pygopodoidea,OUMVA,218.7757434,-423.5514869,-422.9327023,a 31.8993327864599,73,14.9375441,0.000332041
pygopodoidea,DensDep,214.8790235,-425.758047,-425.6935308,NA,73,12.17671556,0.001320379
pygopodoidea,fit_env,216.0956423,-426.1912847,-426.0615549,NA,73,11.80869146,0.001587135
pygopodoidea,EB,218.7782208,-429.5564415,-429.3390502,NA73,74,3.8665773,0.07535012
pygopodoidea,delta,213.6235094,-419.2470188,-419.0296275,NA73,74,14.176,0.000434932
pygopodoidea,TS,213.872853,-421.7457059,-421.6152711,NA 1171,74,11.5903564,0.00158448
pygopodoidea,TRC,220.4492637,-432.8985274,-432.6799482,NA 1033,74,0.5256793,0.400452246
pygopodoidea,SRC,219.6680311,-433.3360622,-433.2056275,NA 1028,74,0,0.520835458
pygopodoidea,OUS,210.0092586,-410.0185172,-409.6906483,13.33912463,74,23.5149792,4.08E-06
pygopodoidea,OUMA,214.8449912,-417.6899825,-417.228444,36.09264879,74,15.9771835,0.000176726
pygopodoidea,OUMV,214.8723691,-417.7447383,-417.2831998,40.75678819,74,15.9224277,0.000181631
pygopodoidea,OUMVA,215.4079491,-416.8158983,-416.1971137,a 36.8030916366494,74,17.0085138,0.000105523
pygopodoidea,DensDep,211.6523452,-419.3046904,-419.2401743,NA,74,13.96545321,0.000483216
pygopodoidea,fit_env,212.4747062,-418.9494125,-418.8196828,NA,74,14.38594473,0.000391591
pygopodoidea,EB,217.4154371,-426.8308741,-426.6134828,NA74,75,0,0.478381222
pygopodoidea,delta,214.2066015,-420.413203,-420.1958117,NA74,75,6.4176711,0.01932834
pygopodoidea,TS,208.4740988,-410.9481977,-410.8177629,NA 1172,75,15.7957199,0.000177737
pygopodoidea,TRC,217.0019347,-426.0038693,-425.7852901,NA 1034,75,0.8281927,0.316179978
pygopodoidea,SRC,215.4227534,-424.8455069,-424.7150721,NA 1137,75,1.8984107,0.18515672
pygopodoidea,OUS,207.9098416,-405.8196832,-405.4918143,5.31889055,75,21.1216685,1.24E-05
pygopodoidea,OUMA,210.4484975,-408.8969949,-408.4354565,15.10309821,75,18.1780263,5.40E-05
pygopodoidea,OUMV,212.3619377,-412.7238754,-412.262337,39.59298474,75,14.3511458,0.000365984
pygopodoidea,OUMVA,212.7710202,-411.5420404,-410.9232559,a 40.9491706251882,75,15.6902269,0.000187363
pygopodoidea,DensDep,206.7079665,-409.415933,-409.3514169,NA,75,17.26206594,8.54E-05
pygopodoidea,fit_env,207.5542967,-409.1085933,-408.9788636,NA,75,17.63461921,7.09E-05
pygopodoidea,EB,214.809383,-421.6187659,-421.4013746,NA75,76,1.0006861,0.269037662
pygopodoidea,delta,209.4402434,-410.8804867,-410.6630954,NA75,76,11.7389653,0.001253214
pygopodoidea,TS,207.9758998,-409.9517996,-409.8213648,NA 1173,76,12.5806959,0.000822708
pygopodoidea,TRC,215.31032,-422.62064,-422.4020607,NA 1129,76,0,0.443720308
pygopodoidea,SRC,213.8076701,-421.6153401,-421.4849053,NA 1138,76,0.9171554,0.280512062
pygopodoidea,OUS,207.9466919,-405.8933839,-405.565515,6.143926524,76,16.8365457,9.80E-05
pygopodoidea,OUMA,209.9237319,-407.8474638,-407.3859254,3.040287301,76,15.0161353,0.000243443
pygopodoidea,OUMV,211.8084531,-411.6169062,-411.1553678,29.33917902,76,11.2466929,0.001602954
pygopodoidea,OUMVA,212.7022667,-411.4045334,-410.7857489,a 31.5139106347156,76,11.6163118,0.001332476
pygopodoidea,DensDep,206.651767,-409.303534,-409.2390179,NA,76,13.16304284,0.000614881
pygopodoidea,fit_env,207.8993136,-409.7986273,-409.6688975,NA,76,12.73316317,0.000762321
pygopodoidea,EB,216.5307631,-425.0615261,-424.8441348,NA76,77,0.7141977,0.351535574
pygopodoidea,delta,208.8154657,-409.6309314,-409.4135401,NA76,77,16.1447924,0.000156768
pygopodoidea,TS,208.3026637,-410.6053274,-410.4748926,NA 1174,77,15.0834399,0.000266519
pygopodoidea,TRC,216.8884559,-425.7769117,-425.5583325,NA 96,77,0,0.502406606
pygopodoidea,SRC,214.6028077,-423.2056153,-423.0751805,NA 1029,77,2.483152,0.145159591
pygopodoidea,OUS,207.4300775,-404.860155,-404.5322861,4.01354511,77,21.0260464,1.37E-05
pygopodoidea,OUMA,209.6564852,-407.3129705,-406.851432,13.92060857,77,18.7069005,4.35E-05
pygopodoidea,OUMV,210.9720928,-409.9441857,-409.4826472,34.9630369,77,16.0756853,0.00016228
pygopodoidea,OUMVA,210.9014558,-407.8029116,-407.1841271,a 32.7021091189863,77,18.3742054,5.14E-05
pygopodoidea,DensDep,206.6042028,-409.2084055,-409.1438894,NA,77,16.41444311,0.000136995
pygopodoidea,fit_env,206.9222846,-407.8445692,-407.7148394,NA,77,17.84349306,6.70E-05
pygopodoidea,EB,211.1570211,-414.3140422,-414.0966509,NA77,78,1.4858996,0.274294317
pygopodoidea,delta,208.8288117,-409.6576235,-409.4402321,NA77,78,6.1423184,0.0267355
pygopodoidea,TS,202.6005396,-399.2010793,-399.0706445,NA 31,78,16.511906,0.000149748
pygopodoidea,TRC,211.9005649,-415.8011297,-415.5825505,NA 1035,78,0,0.576601554
pygopodoidea,SRC,209.2973189,-412.5946378,-412.4642031,NA 1139,78,3.1183474,0.121264945
pygopodoidea,OUS,205.296965,-400.5939299,-400.2660611,4.366125881,78,15.3164894,0.000272234
pygopodoidea,OUMA,205.2461795,-398.492359,-398.0308205,8.524898366,78,17.55173,8.90E-05
pygopodoidea,OUMV,206.3923459,-400.7846918,-400.3231534,31.02034792,78,15.2593971,0.000280117
pygopodoidea,OUMVA,206.3205907,-398.6411813,-398.0223968,a 31.8924717525454,78,17.5601537,8.87E-05
pygopodoidea,DensDep,201.5377773,-399.0755546,-399.0110385,NA,78,16.57151199,0.000145351
pygopodoidea,fit_env,201.9547796,-397.9095591,-397.7798294,NA,78,17.8027211,7.85E-05
pygopodoidea,EB,208.8915028,-409.7830056,-409.5656143,NA78,79,0,0.564761789
pygopodoidea,delta,207.1620548,-406.3241096,-406.1067183,NA78,79,3.458896,0.100178744
pygopodoidea,TS,202.6466393,-399.2932786,-399.1628438,NA 1175,79,10.4027705,0.003111232
pygopodoidea,TRC,207.8407613,-407.6815226,-407.4629434,NA 97,79,2.1026709,0.197367718
pygopodoidea,SRC,206.0569473,-406.1138946,-405.9834599,NA 1140,79,3.5821544,0.094191207
pygopodoidea,OUS,205.0038723,-400.0077447,-399.6798758,-3.86405747,79,9.8857385,0.004029067
pygopodoidea,OUMA,207.4673991,-402.9347981,-402.4732596,0.578183568,79,7.0923547,0.016284711
pygopodoidea,OUMV,207.0194044,-402.0388088,-401.5772704,25.8721305,79,7.9883439,0.010404434
pygopodoidea,OUMVA,206.5040495,-399.0080991,-398.3893145,a 26.0879055596863,79,11.1762998,0.002113307
pygopodoidea,DensDep,201.9432505,-399.886501,-399.8219849,NA,79,9.743629441,0.004325766
pygopodoidea,fit_env,202.6843769,-399.3687538,-399.239024,NA,79,10.32659026,0.003232025
pygopodoidea,EB,211.9924405,-415.9848811,-415.7674898,NA79,80,0,0.553361236
pygopodoidea,delta,210.7333883,-413.4667766,-413.2493853,NA79,80,2.5181045,0.157111975
pygopodoidea,TS,206.8304441,-407.6608882,-407.5304534,NA 1176,80,8.2370364,0.009002414
pygopodoidea,TRC,209.8654405,-411.7308811,-411.5123018,NA 1130,80,4.255188,0.065918361
pygopodoidea,SRC,209.447801,-412.895602,-412.7651672,NA 1141,80,3.0023226,0.123328277
pygopodoidea,OUS,208.2809397,-406.5618795,-406.2340106,-2.103039617,80,9.5334792,0.004708039
pygopodoidea,OUMA,210.2485915,-408.497183,-408.0356445,6.372524409,80,7.7318453,0.011589371
pygopodoidea,OUMV,211.0294819,-410.0589638,-409.5974253,32.35643698,80,6.1700645,0.025304412
pygopodoidea,OUMVA,212.0244139,-410.0488278,-409.4300433,a 35.945153463931,80,6.3374465,0.023272858
pygopodoidea,DensDep,206.0209982,-408.0419964,-407.9774802,NA,80,7.790009553,0.011257181
pygopodoidea,fit_env,207.350327,-408.700654,-408.5709243,NA,80,7.196565481,0.015145876
pygopodoidea,EB,213.5892969,-419.1785939,-418.9612026,NA80,81,0,0.34609967
pygopodoidea,delta,211.5196057,-415.0392114,-414.8218201,NA80,81,4.1393825,0.043686343
pygopodoidea,TS,210.2906328,-414.5812656,-414.4508308,NA 1177,81,4.5103718,0.036289952
pygopodoidea,TRC,212.4906239,-416.9812477,-416.7626685,NA 1131,81,2.1985341,0.115291044
pygopodoidea,SRC,212.415567,-418.831134,-418.7006992,NA 1142,81,0.2605034,0.303832055
pygopodoidea,OUS,209.7295195,-409.459039,-409.1311701,5.00539914,81,9.8300325,0.002538848
pygopodoidea,OUMA,212.6028438,-413.2056876,-412.7441491,7.901986484,81,6.2170535,0.015459134
pygopodoidea,OUMV,213.1376835,-414.2753671,-413.8138286,30.36268935,81,5.147374,0.026391442
pygopodoidea,OUMVA,213.6333147,-413.2666294,-412.6478449,a 33.3342579577485,81,6.3133577,0.014732382
pygopodoidea,DensDep,209.1589904,-414.3179808,-414.2534647,NA,81,4.707737928,0.032879778
pygopodoidea,fit_env,210.8386841,-415.6773682,-415.5476385,NA,81,3.413564114,0.062799351
pygopodoidea,EB,209.0308211,-410.0616422,-409.8442509,NA81,82,7.6637023,0.010528357
pygopodoidea,delta,210.4287984,-412.8575968,-412.6402055,NA81,82,4.8677477,0.04260832
pygopodoidea,TS,207.9761686,-409.9523372,-409.8219024,NA 1178,82,7.6860508,0.010411365
pygopodoidea,TRC,212.6382063,-417.2764126,-417.0578333,NA 1036,82,0.4501199,0.38794495
pygopodoidea,SRC,211.819194,-417.638388,-417.5079532,NA 1143,82,0,0.485861399
pygopodoidea,OUS,209.3563587,-408.7127175,-408.3848486,-5.900568462,82,9.1231046,0.005075226
pygopodoidea,OUMA,209.965188,-407.930376,-407.4688376,3.815090879,82,10.0391156,0.003210304
pygopodoidea,OUMV,211.9003395,-411.800679,-411.3391405,31.83047537,82,6.1688127,0.022231652
pygopodoidea,OUMVA,212.0311115,-410.0622231,-409.4434385,a 32.3632948380362,82,8.0645147,0.008616389
pygopodoidea,DensDep,206.8862087,-409.7724175,-409.7079014,NA,82,7.800051845,0.009834508
pygopodoidea,fit_env,208.2486724,-410.4973448,-410.367615,NA,82,7.140338161,0.01367753
pygopodoidea,EB,215.5918009,-423.1836018,-422.9662105,NA82,83,2.3166831,0.159313411
pygopodoidea,delta,213.9510586,-419.9021172,-419.6847258,NA82,83,5.5981678,0.030880689
pygopodoidea,TS,212.031106,-418.062212,-417.9317772,NA 1179,83,7.3511164,0.012854022
pygopodoidea,TRC,216.1020143,-424.2040286,-423.9854493,NA 1037,83,1.2974443,0.265202265
pygopodoidea,SRC,215.7066642,-425.4133284,-425.2828936,NA 1030,83,0,0.507357026
pygopodoidea,OUS,209.4547199,-408.9094398,-408.581571,41.85476991,83,16.7013226,0.000119858
pygopodoidea,OUMA,209.3161387,-406.6322775,-406.170739,33.19060057,83,19.1121546,3.59E-05
pygopodoidea,OUMV,214.5462446,-417.0924893,-416.6309508,38.22122007,83,8.6519428,0.006707616
pygopodoidea,OUMVA,214.546311,-415.092622,-414.4738375,a 38.2212100073021,83,10.8090561,0.002281166
pygopodoidea,DensDep,210.1117332,-416.2234664,-416.1589502,NA,83,9.123943353,0.005297544
pygopodoidea,fit_env,211.7747193,-417.5494386,-417.4197089,NA,83,7.863184746,0.009950498
pygopodoidea,EB,217.8769584,-427.7539167,-427.5365254,NA83,84,5.8024593,0.036200079
pygopodoidea,delta,215.9286522,-423.8573043,-423.639913,NA83,84,9.6990717,0.005159064
pygopodoidea,TS,215.9508303,-425.9016605,-425.7712257,NA 1180,84,7.567759,0.014975439
pygopodoidea,TRC,219.8299158,-431.6598316,-431.4412523,NA 1132,84,1.8977324,0.255041113
pygopodoidea,SRC,219.7347097,-433.4694195,-433.3389847,NA 1144,84,0,0.658714995
pygopodoidea,OUS,213.0604702,-416.1209404,-415.7930716,5.586584713,84,17.5459131,0.000102012
pygopodoidea,OUMA,218.983062,-425.9661241,-425.5045856,13.57996323,84,7.8343991,0.013106279
pygopodoidea,OUMV,216.4721987,-420.9443973,-420.4828589,33.03739302,84,12.8561258,0.001064205
pygopodoidea,OUMVA,216.7926145,-419.5852289,-418.9664444,a 32.922024055872,84,14.3725403,0.000498586
pygopodoidea,DensDep,213.61846,-423.23692,-423.1724039,NA,84,10.16658082,0.004083688
pygopodoidea,fit_env,215.6469074,-425.2938148,-425.1640851,NA,84,8.174899606,0.011054539
pygopodoidea,EB,217.1148819,-426.2297638,-426.0123725,NA84,85,11.7392768,0.002516621
pygopodoidea,delta,213.3132761,-418.6265521,-418.4091608,NA84,85,19.3424885,5.62E-05
pygopodoidea,TS,207.0032113,-408.0064226,-407.8759878,NA 32,85,29.8756615,2.90E-07
pygopodoidea,TRC,222.9851143,-437.9702286,-437.7516493,NA 1133,85,0,0.891188066
pygopodoidea,SRC,219.8141264,-433.6282529,-433.4978181,NA 1145,85,4.2538312,0.10623354
pygopodoidea,OUS,211.6599916,-413.3199832,-412.9921143,-3.188970443,85,24.759535,3.75E-06
pygopodoidea,OUMA,211.5000122,-411.0000244,-410.5384859,8.705631202,85,27.2131634,1.10E-06
pygopodoidea,OUMV,209.5091121,-407.0182242,-406.5566857,30.1567203,85,31.1949636,1.50E-07
pygopodoidea,OUMVA,209.5650884,-405.1301769,-404.5113924,a 33.8755902683742,85,33.2402569,5.39E-08
pygopodoidea,DensDep,205.3453776,-406.6907552,-406.6262391,NA,85,31.12541024,1.55E-07
pygopodoidea,fit_env,205.6044226,-405.2088451,-405.0791154,NA,85,32.67253391,7.17E-08
pygopodoidea,EB,215.2204734,-422.4409469,-422.2235556,NA85,86,9.1069409,0.009139084
pygopodoidea,delta,211.9416432,-415.8832864,-415.6658951,NA85,86,15.6646014,0.00034429
pygopodoidea,TS,203.7529675,-401.505935,-401.3755002,NA 1181,86,29.9549963,2.72E-07
pygopodoidea,TRC,219.7745379,-431.5490758,-431.3304965,NA 1134,86,0,0.867860176
pygopodoidea,SRC,216.7738144,-427.5476287,-427.417194,NA 1146,86,3.9133025,0.122655469
pygopodoidea,OUS,202.5613285,-395.122657,-394.7947881,21.16043862,86,36.5357084,1.01E-08
pygopodoidea,OUMA,206.5762371,-401.1524743,-400.6909358,10.03394739,86,30.6395607,1.93E-07
pygopodoidea,OUMV,206.6457317,-401.2914634,-400.829925,30.49831561,86,30.5005715,2.07E-07
pygopodoidea,OUMVA,206.3243531,-398.6487062,-398.0299217,a 30.4983160320399,86,33.3005748,5.10E-08
pygopodoidea,DensDep,202.3095387,-400.6190774,-400.5545612,NA,86,30.77593527,1.80E-07
pygopodoidea,fit_env,202.3725251,-398.7450502,-398.6153205,NA,86,32.715176,6.83E-08
pygopodoidea,EB,216.7441478,-425.4882957,-425.2709044,NA86,87,5.8235796,0.033896266
pygopodoidea,delta,213.4765162,-418.9530324,-418.7356411,NA86,87,12.3588429,0.001291331
pygopodoidea,TS,210.2266566,-414.4533131,-414.3228783,NA 1182,87,16.7716057,0.000142173
pygopodoidea,TRC,219.6565316,-431.3130633,-431.094484,NA 1135,87,0,0.623341589
pygopodoidea,SRC,218.0091123,-430.0182246,-429.8877898,NA 1147,87,1.2066942,0.340953998
