group,model,lnL,AIC,AICc,timing,tree.no,delta,w
agamidae,OUMA,71.47901403,-130.9580281,-130.0449846,NAMA 41.7269079468912,96,9.6257423,0.007641258
agamidae,OUMV,68.07375545,-124.1475109,-123.2344674,NAMV 52.3661309619483,96,16.4362595,0.000253676
agamidae,OUMVA,71.61724095,-129.2344819,-128.0037127,NAMVA 41.7269085071689,96,11.6670142,0.002753647
agamidae,DensDep,56.89875697,-109.7975139,-109.6725139,NA,96,29.99821295,2.88E-07
agamidae,fit_env,57.73035467,-109.4607093,-109.2080778,NA,96,30.46264914,2.28E-07
agamidae,EB,72.85583234,-137.7116647,-137.2861328,NA96,97,6.6163722,0.034373671
agamidae,delta,70.57239999,-133.1448,-132.7192681,NA96,97,11.1832369,0.003503837
agamidae,TS,62.95364331,-119.9072866,-119.6519675,396,97,24.2505375,5.09E-06
agamidae,TRC,76.16630624,-144.3326125,-143.902505,823,97,0,0.939621367
agamidae,SRC,69.89860352,-133.797207,-133.5418879,913,97,10.3606171,0.005286564
agamidae,OUS,64.92581795,-119.8516359,-119.2064746,NAS 38.0286870469032,97,24.6960304,4.08E-06
agamidae,OUMA,73.69253331,-135.3850666,-134.4720231,NAMA 37.5495508701902,97,9.4304819,0.008416853
agamidae,OUMV,73.37747916,-134.7549583,-133.8419148,NAMV 37.5495508204831,97,10.0605902,0.006142193
agamidae,OUMVA,73.69276505,-133.3855301,-132.1547609,NAMVA 37.5495526981156,97,11.7477441,0.002642182
agamidae,DensDep,61.24971602,-118.499432,-118.374432,NA,97,25.52807296,2.69E-06
agamidae,fit_env,61.71273282,-117.4254656,-117.1728341,NA,97,26.72967094,1.47E-06
agamidae,EB,61.56369529,-115.1273906,-114.7018587,NA97,98,29.2328973,4.30E-07
agamidae,delta,71.36248438,-134.7249688,-134.2994369,NA97,98,9.6353191,0.007752874
agamidae,TS,65.25999715,-124.5199943,-124.2646752,397,98,19.6700808,5.13E-05
agamidae,TRC,76.18243176,-144.3648635,-143.934756,915,98,0,0.958838989
agamidae,SRC,70.72092807,-135.4418561,-135.186537,1021,98,8.748219,0.012080755
agamidae,OUS,63.67989945,-117.3597989,-116.7146376,NAS 51.2862052750262,98,27.2201184,1.18E-06
agamidae,OUMA,71.64658557,-131.2931711,-130.3801277,NAMA 51.3230002049921,98,13.5546283,0.001092435
agamidae,OUMV,74.06485342,-136.1297068,-135.2166634,NAMV 51.2861893244463,98,8.7180926,0.012264107
agamidae,OUMVA,74.78215544,-135.5643109,-134.3335417,NAMVA 50.6917253259081,98,9.6012143,0.007886213
agamidae,DensDep,63.30816692,-122.6163338,-122.4913338,NA,98,21.44342217,2.12E-05
agamidae,fit_env,63.67432606,-121.3486521,-121.0960205,NA,98,22.83873546,1.05E-05
agamidae,EB,72.75776636,-137.5155327,-137.0900008,NA98,99,0.7166875,0.220448045
agamidae,delta,70.53137826,-133.0627565,-132.6372246,NA98,99,5.1694637,0.023790205
agamidae,TS,65.99794775,-125.9958955,-125.7405764,398,99,12.0661119,0.000756502
agamidae,TRC,73.11132281,-138.2226456,-137.7925381,723,99,0.0141502,0.313227791
agamidae,SRC,69.54645715,-133.0929143,-132.8375952,1150,99,4.9690931,0.026297115
agamidae,OUS,67.09449936,-124.1889987,-123.5438374,NAS 38.7549760873999,99,14.2628509,0.000252229
agamidae,OUMA,75.3598659,-138.7197318,-137.8066883,NAMA 37.5020469007974,99,0,0.315451767
agamidae,OUMV,67.50734612,-123.0146922,-122.1016488,NAMV 40.5962609882219,99,15.7050395,0.000122639
agamidae,OUMVA,75.35562537,-136.7112507,-135.4804815,NAMVA 37.5021014974519,99,2.3262068,0.098583351
agamidae,DensDep,65.04240275,-126.0848055,-125.9598055,NA,99,11.84688279,0.000844141
agamidae,fit_env,64.78939259,-123.5787852,-123.3261536,NA,99,14.48053471,0.000226217
agamidae,EB,51.29509413,-94.59018826,-94.16465635,NA99,100,44.42564805,1.36E-10
agamidae,delta,69.63752757,-131.2750551,-130.8495232,NA99,100,7.7407812,0.012606609
agamidae,TS,59.25853697,-112.5170739,-112.2617548,399,100,26.3285496,1.16E-06
agamidae,TRC,72.80950922,-137.6190184,-137.1889109,724,100,1.4013935,0.300039767
agamidae,SRC,63.41724897,-120.8344979,-120.5791788,1151,100,18.0111256,7.42E-05
agamidae,OUS,59.97637441,-109.9527488,-109.3075875,NAS 39.1370248949411,100,29.2827169,2.65E-07
agamidae,OUMA,75.75167396,-139.5033479,-138.5903044,NAMA 37.9041519340783,100,0,0.60462702
agamidae,OUMV,69.60839805,-127.2167961,-126.3037526,NAMV 52.8684457031604,100,12.2865518,0.001298664
agamidae,OUMVA,74.90471047,-135.8094209,-134.5786517,NAMVA 37.4547242805666,100,4.0116527,0.081352
agamidae,DensDep,55.70623408,-107.4124682,-107.2874682,NA,100,31.30283624,9.64E-08
agamidae,fit_env,57.57705683,-109.1541137,-108.9014821,NA,100,29.68882231,2.16E-07
marsupials,EB,68.16967559,-128.3393512,-128.0268512,EB,1,0,0.422529876
marsupials,delta,65.46341136,-122.9268227,-122.6143227,delta,1,5.4125285,0.028219011
marsupials,TS,65.73595302,-125.471906,-125.284406,TS 11,1,2.7424452,0.107236594
marsupials,TRC,66.05546013,-124.1109203,-123.7959596,TRC 7,1,4.2308916,0.050948451
marsupials,SRC,66.03130949,-126.062619,-125.875119,SRC 7,1,2.1517322,0.144083653
marsupials,OUS,63.53210419,-117.0642084,-116.5917674,OUS 41.0277433686665,1,11.4350838,0.001389186
marsupials,OUMA,68.51714551,-125.034291,-124.3676244,OUMA 30.23595393988,1,3.6592268,0.067805733
marsupials,OUMV,68.16857197,-124.3371439,-123.6704773,OUMV 26.9212350643492,1,4.3563739,0.0478501
marsupials,OUMVA,69.47633792,-124.9526758,-124.0566758,OUMVA 28.8858770843109,1,3.9701754,0.058042323
marsupials,DensDep,63.67120607,-123.3424121,-123.2501045,NA,1,4.776746744,0.038779307
marsupials,fit_env,64.56019814,-123.1203963,-122.9343498,NA,1,5.092501437,0.033115764
marsupials,EB,68.63418126,-129.2683625,-128.9558625,EB1,2,2.7216719,0.077522012
marsupials,delta,66.41160547,-124.8232109,-124.5107109,delta1,2,7.1668235,0.008397937
marsupials,TS,68.10185424,-130.2037085,-130.0162085,TS 111,2,1.6613259,0.131727437
marsupials,TRC,69.30886166,-130.6177233,-130.3027627,TRC 5,2,1.3747717,0.152019989
marsupials,SRC,68.93251718,-131.8650344,-131.6775344,SRC 5,2,0,0.302293339
marsupials,OUS,65.49204799,-120.984096,-120.511655,OUS 17.0562487063836,2,11.1658794,0.001137074
marsupials,OUMA,71.34562577,-130.6912515,-130.0245849,OUMA 29.5912054040642,2,1.6529495,0.132280295
marsupials,OUMV,70.36490005,-128.7298001,-128.0631334,OUMV 28.1037262879566,2,3.614401,0.049610245
marsupials,OUMVA,71.7383358,-129.4766716,-128.5806716,OUMVA 28.1037265183271,2,3.0968628,0.064261871
marsupials,DensDep,65.96493988,-127.9298798,-127.8375721,NA,2,3.839962323,0.044319143
marsupials,fit_env,66.81580325,-127.6316065,-127.44556,NA,2,4.23197441,0.036430658
marsupials,EB,68.61330389,-129.2266078,-128.9141078,EB2,3,1.40967,0.186396856
marsupials,delta,65.81967005,-123.6393401,-123.3268401,delta2,3,6.9969377,0.011407194
marsupials,TS,66.88175528,-127.7635106,-127.5760106,TS 112,3,2.7477672,0.095471658
marsupials,TRC,68.67008412,-129.3401682,-129.0252076,TRC 51,3,1.2985702,0.197044173
marsupials,SRC,68.25563891,-130.5112778,-130.3237778,SRC 51,3,0,0.377176419
marsupials,OUS,64.66831003,-119.3366201,-118.8641791,OUS 16.8679265101664,3,11.4595987,0.001224967
marsupials,OUMA,69.28777144,-126.5755429,-125.9088762,OUMA 28.8777107911698,3,4.4149016,0.041482109
marsupials,OUMV,68.92908259,-125.8581652,-125.1914985,OUMV 26.6193444381118,3,5.1322793,0.028979057
marsupials,OUMVA,69.60816728,-125.2163346,-124.3203346,OUMVA 26.6191512305694,3,6.0034432,0.018746207
marsupials,DensDep,64.47465091,-124.9493018,-124.8569941,NA,3,5.466783681,0.024515883
marsupials,fit_env,65.18756511,-124.3751302,-124.1890837,NA,3,6.134694092,0.017555477
marsupials,EB,67.2950066,-126.5900132,-126.2775132,EB3,4,0,0.39725016
marsupials,delta,64.22003109,-120.4400622,-120.1275622,delta3,4,6.149951,0.018349287
marsupials,TS,62.6140233,-119.2280466,-119.0405466,TS 113,4,7.2369666,0.010655572
marsupials,TRC,67.13543111,-126.2708622,-125.9559016,TRC 4,4,0.3216116,0.338241591
marsupials,SRC,65.59205084,-125.1841017,-124.9966017,SRC 8,4,1.2809115,0.209371557
marsupials,OUS,60.94829605,-111.8965921,-111.4241511,OUS 27.1977710507424,4,14.8533621,0.000236427
marsupials,OUMA,65.37605184,-118.7521037,-118.085437,OUMA 33.0902942348366,4,8.1920762,0.006609633
marsupials,OUMV,65.55818584,-119.1163717,-118.449705,OUMV 29.695629124717,4,7.8278082,0.007930072
marsupials,OUMVA,66.19472734,-118.3894547,-117.4934547,OUMVA 30.3150072300225,4,8.7840585,0.004916205
marsupials,DensDep,60.69167428,-117.3833486,-117.2910409,NA,4,8.986472332,0.004443001
marsupials,fit_env,60.93860718,-115.8772144,-115.6911678,NA,4,10.58634536,0.001996496
marsupials,EB,57.55602104,-107.1120421,-106.7995421,EB4,5,17.3630289,0.000161738
marsupials,delta,62.36922756,-116.7384551,-116.4259551,delta4,5,7.7366159,0.019914103
marsupials,TS,58.08300988,-110.1660198,-109.9785198,TS 114,5,14.1840512,0.000792717
marsupials,TRC,66.23876584,-124.4775317,-124.162571,TRC 41,5,0,0.953115543
marsupials,SRC,61.47879803,-116.9575961,-116.7700961,SRC 52,5,7.3924749,0.023653207
marsupials,OUS,57.37742511,-104.7548502,-104.2824093,OUS 43.2184089483826,5,19.8801617,4.59E-05
marsupials,OUMA,60.73138306,-109.4627661,-108.7960995,OUMA 33.5224629833296,5,15.3664715,0.000438893
marsupials,OUMV,60.34600555,-108.6920111,-108.0253444,OUMV 31.7502319429771,5,16.1372266,0.000298532
marsupials,OUMVA,62.32881272,-110.6576254,-109.7616254,OUMVA 33.5223578363682,5,14.4009456,0.000711246
marsupials,DensDep,56.82505677,-109.6501135,-109.5578058,NA,5,14.60476516,0.000642334
marsupials,fit_env,56.82621915,-107.6524383,-107.4663918,NA,5,16.69617921,0.000225744
marsupials,EB,65.46228394,-122.9245679,-122.6120679,EB5,6,0.648252,0.410732836
marsupials,delta,62.48509373,-116.9701875,-116.6576875,delta5,6,6.6026324,0.020920986
marsupials,TS,51.96135321,-97.92270643,-97.73520643,TS 3,6,25.52511347,1.63E-06
marsupials,TRC,65.78764028,-123.5752806,-123.2603199,TRC 42,6,0,0.56797021
marsupials,SRC,57.38857399,-108.777148,-108.589648,SRC 11,6,14.6706719,0.000370365
marsupials,OUS,51.40142644,-92.80285288,-92.33041194,OUS 42.0642053373092,6,30.92990796,1.09E-07
marsupials,OUMA,53.21384162,-94.42768324,-93.76101657,OUMA 30.1838991538897,6,29.49930333,2.23E-07
marsupials,OUMV,52.54669348,-93.09338695,-92.42672028,OUMV 26.9317075615011,6,30.83359962,1.15E-07
marsupials,OUMVA,52.63427522,-91.26855044,-90.37255044,OUMVA 27.4611038271126,6,32.88776946,4.10E-08
marsupials,DensDep,51.44023425,-98.88046849,-98.7881608,NA,6,24.4721591,2.76E-06
marsupials,fit_env,51.1610731,-96.32214619,-96.13609968,NA,6,27.12422022,7.32E-07
marsupials,EB,47.71525815,-87.4305163,-87.1180163,EB6,7,35.9766786,1.26E-08
marsupials,delta,64.18939173,-120.3787835,-120.0662835,delta6,7,3.0284114,0.180272214
marsupials,TS,50.46396338,-94.92792675,-94.74042675,TS 31,7,28.35426815,5.71E-07
marsupials,TRC,65.70482779,-123.4096556,-123.0946949,TRC 43,7,0,0.819483043
marsupials,SRC,56.50860329,-107.0172066,-106.8297066,SRC 71,7,16.2649883,0.000240792
marsupials,OUS,47.93618842,-85.87237684,-85.39993589,OUS 27.3963186251823,7,37.69475901,5.35E-09
marsupials,OUMA,49.57610764,-87.15221529,-86.48554862,OUMA 33.2044225919558,7,36.60914628,9.20E-09
marsupials,OUMV,54.90967189,-97.81934377,-97.15267711,OUMV 28.687122945126,7,25.94201779,1.91E-06
marsupials,OUMVA,55.13102872,-96.26205744,-95.36605744,OUMVA 28.6871180629781,7,27.72863746,7.80E-07
marsupials,DensDep,49.35106565,-94.7021313,-94.60982361,NA,7,28.48487129,5.35E-07
marsupials,fit_env,48.99461485,-91.9892297,-91.80318319,NA,7,31.29151171,1.31E-07
marsupials,EB,65.90607757,-123.8121551,-123.4996551,EB7,8,0,0.509857975
marsupials,delta,63.34331714,-118.6866343,-118.3741343,delta7,8,5.1255208,0.039305789
marsupials,TS,60.91260715,-115.8252143,-115.6377143,TS 115,8,7.8619408,0.010005769
marsupials,TRC,65.23071161,-122.4614232,-122.1464626,TRC 44,8,1.3531925,0.25918341
marsupials,SRC,63.56670974,-121.1334195,-120.9459195,SRC 111,8,2.5537356,0.14220425
marsupials,OUS,59.82240738,-109.6448148,-109.1723738,OUS 51.3238492873597,8,14.3272813,0.000394748
marsupials,OUMA,63.43010446,-114.8602089,-114.1935423,OUMA 32.7219131357858,8,9.3061128,0.004860182
marsupials,OUMV,64.39016286,-116.7803257,-116.113659,OUMV 28.9356691870243,8,7.3859961,0.01269406
marsupials,OUMVA,65.1974555,-116.394911,-115.498911,OUMVA 29.557631361444,8,8.0007441,0.009334901
marsupials,DensDep,59.74861203,-115.4972241,-115.4049164,NA,8,8.094738737,0.008906335
marsupials,fit_env,59.78816777,-113.5763355,-113.390289,NA,8,10.10936606,0.003252582
marsupials,EB,68.96235783,-129.9247157,-129.6122157,EB8,9,1.1521461,0.141286254
marsupials,delta,66.91620633,-125.8324127,-125.5199127,delta8,9,5.2444491,0.018258605
marsupials,TS,67.86739252,-129.734785,-129.547285,TS 116,9,1.2170768,0.136773005
marsupials,TRC,68.49465803,-128.9893161,-128.6743554,TRC 6,9,2.0900064,0.088398752
marsupials,SRC,68.47593089,-130.9518618,-130.7643618,SRC 6,9,0,0.251353685
marsupials,OUS,66.19718544,-122.3943709,-121.9219299,OUS 17.3202671572335,9,8.8424319,0.003021173
marsupials,OUMA,71.11517178,-130.2303436,-129.5636769,OUMA 32.6976464907627,9,1.2006849,0.137898596
marsupials,OUMV,70.2968484,-128.5936968,-127.9270301,OUMV 28.4034597078195,9,2.8373317,0.06083682
marsupials,OUMVA,71.42776773,-128.8555355,-127.9595355,OUMVA 31.1433275415322,9,2.8048263,0.061833662
marsupials,DensDep,65.91334286,-127.8266857,-127.734378,NA,9,3.029983766,0.055250046
marsupials,fit_env,66.75699034,-127.5139807,-127.3279342,NA,9,3.436427625,0.045089402
marsupials,EB,67.49651856,-126.9930371,-126.6805371,EB9,10,0,0.368886305
marsupials,delta,65.14555266,-122.2911053,-121.9786053,delta9,10,4.7019318,0.035146414
marsupials,TS,64.89937742,-123.7987548,-123.6112548,TS 117,10,3.0692823,0.07950718
marsupials,TRC,66.55883803,-125.1176761,-124.8027154,TRC 45,10,1.8778217,0.144254288
marsupials,SRC,65.71327792,-125.4265558,-125.2390558,SRC 72,10,1.4414813,0.179423302
marsupials,OUS,63.38563614,-116.7712723,-116.2988313,OUS 41.9150467047613,10,10.3817058,0.002053685
marsupials,OUMA,67.73693358,-123.4738672,-122.8072005,OUMA 32.8226036497506,10,3.8733366,0.053187328
marsupials,OUMV,67.29161888,-122.5832378,-121.9165711,OUMV 26.5504791540021,10,4.763966,0.034073007
marsupials,OUMVA,68.22082787,-122.4416557,-121.5456557,OUMVA 31.0403206880246,10,5.1348814,0.028305264
marsupials,DensDep,63.26272663,-122.5254533,-122.4331456,NA,10,4.247391531,0.044114685
marsupials,fit_env,63.95835522,-121.9167104,-121.7306639,NA,10,4.94987317,0.031048543
marsupials,EB,66.56659625,-125.1331925,-124.8206925,EB10,11,0,0.600940871
marsupials,delta,63.52356279,-119.0471256,-118.7346256,delta10,11,6.0860669,0.028658873
marsupials,TS,34.37932467,-62.75864934,-62.57114934,TS 32,11,62.24954316,1.83E-14
marsupials,TRC,66.0839142,-124.1678284,-123.8528678,TRC 46,11,0.9678247,0.370400256
marsupials,SRC,39.58579444,-73.17158888,-72.98408888,SRC 112,11,51.83660362,3.33E-12
marsupials,OUS,27.95756908,-45.91513816,-45.44269722,OUS 38.2542494878339,11,79.37799528,3.48E-18
marsupials,OUMA,37.90890993,-63.81781986,-63.1511532,OUMA 26.8619105004157,11,61.6695393,2.44E-14
marsupials,OUMV,39.92879186,-67.85758372,-67.19091705,OUMV 30.7720785005993,11,57.62977545,1.84E-13
marsupials,OUMVA,40.0367426,-66.0734852,-65.1774852,OUMVA 30.7720558317633,11,59.6432073,6.72E-14
marsupials,DensDep,30.87409829,-57.74819658,-57.65588889,NA,11,67.16480361,1.56E-15
marsupials,fit_env,32.75891918,-59.51783837,-59.33179185,NA,11,65.48890065,3.61E-15
marsupials,EB,67.92174504,-127.8434901,-127.5309901,EB11,12,0,0.531428986
marsupials,delta,65.19386739,-122.3877348,-122.0752348,delta11,12,5.4557553,0.034733059
marsupials,TS,63.36573878,-120.7314776,-120.5439776,TS 118,12,6.9870125,0.016152314
marsupials,TRC,66.95429454,-125.9085891,-125.5936284,TRC 47,12,1.9373617,0.20172164
marsupials,SRC,65.59237882,-125.1847576,-124.9972576,SRC 81,12,2.5337325,0.149710485
marsupials,OUS,62.2161882,-114.4323764,-113.9599355,OUS 38.222092376611,12,13.5710546,0.000600521
marsupials,OUMA,67.2102044,-122.4204088,-121.7537421,OUMA 30.8259764551846,12,5.777248,0.029575478
marsupials,OUMV,66.48750423,-120.9750085,-120.3083418,OUMV 27.693151701109,12,7.2226483,0.014357112
marsupials,OUMVA,66.57754781,-119.1550956,-118.2590956,OUMVA 27.69315014484,12,9.2718945,0.005153223
marsupials,DensDep,62.00219306,-120.0043861,-119.9120784,NA,12,7.618911672,0.011776591
marsupials,fit_env,62.14960244,-118.2992049,-118.1131584,NA,12,9.417831739,0.004790591
marsupials,EB,65.93159025,-123.8631805,-123.5506805,EB12,13,0,0.524481891
marsupials,delta,63.18639131,-118.3727826,-118.0602826,delta12,13,5.4903979,0.033690367
marsupials,TS,57.37193302,-108.743866,-108.556366,TS 119,13,14.9943145,0.000290909
marsupials,TRC,65.71739205,-123.4347841,-123.1198235,TRC 48,13,0.430857,0.422835156
marsupials,SRC,61.49322657,-116.9864531,-116.7989531,SRC 73,13,6.7517274,0.017931289
marsupials,OUS,56.87720202,-103.754404,-103.2819631,OUS 1.36870003457096,13,20.2687174,2.08E-05
marsupials,OUMA,59.83937022,-107.6787404,-107.0120738,OUMA 31.4623583276724,13,16.5386067,0.000134406
marsupials,OUMV,59.01306593,-106.0261319,-105.3594652,OUMV 30.3342833380592,13,18.1912153,5.88E-05
marsupials,OUMVA,59.35726142,-104.7145228,-103.8185228,OUMVA 27.7187713668239,13,19.7321577,2.72E-05
marsupials,DensDep,56.6570293,-109.3140586,-109.2217509,NA,13,14.32892958,0.000405735
marsupials,fit_env,56.51347677,-107.0269535,-106.840907,NA,13,16.70977347,0.000123381
marsupials,EB,65.7097097,-123.4194194,-123.1069194,EB13,14,0,0.617630731
marsupials,delta,63.28462496,-118.5692499,-118.2567499,delta13,14,4.8501695,0.054642174
marsupials,TS,56.77137462,-107.5427492,-107.3552492,TS 1110,14,15.7516702,0.000234583
marsupials,TRC,65.02161196,-122.0432239,-121.7282633,TRC 49,14,1.3786561,0.309997027
marsupials,SRC,61.04179755,-116.0835951,-115.8960951,SRC 82,14,7.2108243,0.016784882
marsupials,OUS,56.50547574,-103.0109515,-102.5385105,OUS 24.1586181919033,14,20.5684089,2.11E-05
marsupials,OUMA,58.79642074,-105.5928415,-104.9261748,OUMA 25.0775950430786,14,18.1807446,6.96E-05
marsupials,OUMV,58.61372904,-105.2274581,-104.5607914,OUMV 28.4910432724431,14,18.546128,5.80E-05
marsupials,OUMVA,58.62391302,-103.247826,-102.351826,OUMVA 28.4910439051205,14,20.7550934,1.92E-05
marsupials,DensDep,56.32741814,-108.6548363,-108.5625286,NA,14,14.54439081,0.000428997
marsupials,fit_env,56.04583819,-106.0916764,-105.9056299,NA,14,17.20128953,0.000113636
marsupials,EB,67.07681055,-126.1536211,-125.8411211,EB14,15,8333.071875,0
marsupials,delta,64.44029278,-120.8805856,-120.5680856,delta14,15,8338.34491,0
marsupials,TS,61.7805583,-117.5611166,-117.3736166,TS 1111,15,8341.539379,0
marsupials,TRC,65.71666878,-123.4333376,-123.1183769,TRC 410,15,8335.794619,0
marsupials,SRC,63.71898191,-121.4379638,-121.2504638,SRC 74,15,8337.662532,0
marsupials,OUS,60.90298679,-111.8059736,-111.3335326,OUS 23.3688605305187,15,8347.579463,0
marsupials,OUMA,65.03385699,-118.067714,-117.4010473,OUMA 33.6567547324773,15,8341.511949,0
marsupials,OUMV,65.66869074,-119.3373815,-118.6707148,OUMV 31.1808405525061,15,8340.242281,0
marsupials,OUMVA,4236.904498,-8459.808996,-8458.912996,OUMVA 31.0202057296934,15,0,1
marsupials,DensDep,60.39446008,-116.7889202,-116.6966125,NA,15,8342.216384,0
marsupials,fit_env,60.51776093,-115.0355219,-114.8494754,NA,15,8344.063521,0
marsupials,EB,66.00863193,-124.0172639,-123.7047639,EB15,16,0,0.241103174
marsupials,delta,63.85092652,-119.701853,-119.389353,delta15,16,4.3154109,0.027869127
marsupials,TS,64.09598571,-122.1919714,-122.0044714,TS 1112,16,1.7002925,0.103036027
marsupials,TRC,65.34098266,-122.6819653,-122.3670047,TRC 411,16,1.3377592,0.123512869
marsupials,SRC,64.680308,-123.360616,-123.173116,SRC 61,16,0.5316479,0.184823442
marsupials,OUS,62.48289608,-114.9657922,-114.4933512,OUS 53.5287475240712,16,9.2114127,0.002409739
marsupials,OUMA,67.01615636,-122.0323127,-121.3656461,OUMA 32.985400086514,16,2.3391178,0.07486347
marsupials,OUMV,67.12729569,-122.2545914,-121.5879247,OUMV 29.0823008747439,16,2.1168392,0.083663713
marsupials,OUMVA,68.01288383,-122.0257677,-121.1297677,OUMVA 29.1803525306433,16,2.5749962,0.066534915
marsupials,DensDep,62.40200345,-120.8040069,-120.7116992,NA,16,2.993064688,0.053984265
marsupials,fit_env,63.10299638,-120.2059928,-120.0199463,NA,16,3.684817648,0.038199259
marsupials,EB,67.05175865,-126.1035173,-125.7910173,EB16,17,0,0.426118609
marsupials,delta,64.61119502,-121.22239,-120.90989,delta16,17,4.8811273,0.037119932
marsupials,TS,62.58627217,-119.1725443,-118.9850443,TS 1113,17,6.805973,0.014178564
marsupials,TRC,66.38059402,-124.761188,-124.4462274,TRC 412,17,1.3447899,0.217526957
marsupials,SRC,65.4500471,-124.9000942,-124.7125942,SRC 75,17,1.0784231,0.24851574
marsupials,OUS,61.36181425,-112.7236285,-112.2511875,OUS 26.1244975335267,17,13.5398298,0.000489096
marsupials,OUMA,66.11812801,-120.236256,-119.5695894,OUMA 30.2341792630656,17,6.2214279,0.018991733
